"","X.1","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","typeAttributeMentioned","noAttrOrLevelMentioned","noLevelMentioned","basiclevelAttributeMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"538",626,"5512-7",1.45e+12,16,"subSuperTrial","distr23","dalmatian","target",4,2,"dog","animal","ivy","distrClass3",2,4,NA,"plant","cow","distrClass2",3,3,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"539",627,"4452-5",1.45e+12,56,"subSuperTrial","distr23","polarBear","target",3,2,"bear","animal","ivy","distrClass3",4,3,NA,"plant","cow","distrClass2",2,4,NA,"animal",2,1,1,"polar bear","lol","1449254889822___1449254890790","polar bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"540",628,"3293-5",1.45e+12,26,"subSuperTrial","distr23","suv","target",4,4,"car","vehicle","ambulance","distrClass2",3,3,NA,"vehicle","crocodile","distrClass3",2,2,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"541",629,"1223-7",1.45e+12,31,"subSuperTrial","distr23","clownFish","target",3,3,"fish","animal","bed","distrClass3",4,2,NA,"furniture","crocodile","distrClass2",2,4,NA,"animal",1,1,0,"clown fish","","1450000000000","clown fish",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"542",630,"5239-5",1.45e+12,53,"subSuperTrial","distr23","minivan","target",3,3,"car","vehicle","train","distrClass2",4,2,NA,"vehicle","crocodile","distrClass3",2,4,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"543",631,"8430-f",1.45e+12,21,"subSuperTrial","distr23","germanShepherd","target",3,2,"dog","animal","gloves","distrClass3",2,3,NA,"clothing","crocodile","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"544",632,"2195-2",1.45e+12,66,"subSuperTrial","distr23","coffeeTable","target",3,2,"table","furniture","wardrobe","distrClass2",4,4,NA,"furniture","crocodile","distrClass3",2,3,NA,"animal",1,1,0,"TABLE","","1450000000000","TABLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"545",633,"9551-7",1.45e+12,7,"subSuperTrial","distr23","dressShirt","target",2,2,"shirt","clothing","lion","distrClass3",3,3,NA,"animal","dress","distrClass2",4,4,NA,"clothing",1,1,0,"a shirt","","1450000000000","a shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"546",634,"8684-3",1.45e+12,52,"subSuperTrial","distr23","skittles","target",2,3,"candy","snack","pretzels","distrClass2",3,2,NA,"snack","dress","distrClass3",4,4,NA,"clothing",2,2,0,"more candy___sweet","","1449255190097___1449255193313","more candy",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"FALSE",TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"547",635,"5239-5",1.45e+12,68,"subSuperTrial","distr23","dressShirt","target",4,4,"shirt","clothing","train","distrClass3",2,3,NA,"vehicle","dress","distrClass2",3,2,NA,"clothing",1,1,0,"blue shirt","","1450000000000","blue shirt",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"549",637,"5512-7",1.45e+12,27,"subSuperTrial","distr23","tShirt","target",2,4,"shirt","clothing","train","distrClass3",3,3,NA,"vehicle","dress","distrClass2",4,2,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"550",638,"2195-2",1.45e+12,14,"subSuperTrial","distr23","diningTable","target",3,4,"table","furniture","bed","distrClass2",4,3,NA,"furniture","elephant","distrClass3",2,2,NA,"animal",1,1,0,"TABLE","","1450000000000","TABLE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"551",639,"2195-2",1.45e+12,35,"subSuperTrial","distr23","polarBear","target",2,2,"bear","animal","ambulance","distrClass3",3,3,NA,"vehicle","elephant","distrClass2",4,4,NA,"animal",1,1,0,"POLAR BEAR","","1450000000000","POLAR BEAR",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"553",642,"4393-a",1.45e+12,45,"subSuperTrial","distr23","minivan","target",2,2,"car","vehicle","iguana","distrClass3",3,4,NA,"animal","firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"van","","1450000000000","van",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"554",643,"9551-7",1.45e+12,71,"subSuperTrial","distr23","rose","target",3,4,"flower","plant","ivy","distrClass2",2,3,NA,"plant","firetruck","distrClass3",4,2,NA,"vehicle",1,1,0,"rose","","1450000000000","rose",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"555",644,"3158-b",1.45e+12,65,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","rhino","distrClass2",2,2,NA,"animal","firetruck","distrClass3",3,3,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"557",646,"9551-7",1.45e+12,41,"subSuperTrial","distr23","convertible","target",4,2,"car","vehicle","iguana","distrClass3",2,3,NA,"animal","firetruck","distrClass2",3,4,NA,"vehicle",1,1,0,"convertibel","","1450000000000","convertibel",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"558",647,"6456-4",1.45e+12,27,"subSuperTrial","distr23","grizzlyBear","target",4,3,"bear","animal","sheep","distrClass2",2,2,NA,"animal","firetruck","distrClass3",3,4,NA,"vehicle",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"559",648,"8258-f",1.45e+12,25,"subSuperTrial","distr23","hawaiiShirt","target",2,2,"shirt","clothing","bed","distrClass3",4,4,NA,"furniture","gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"560",649,"9551-7",1.45e+12,58,"subSuperTrial","distr23","poloShirt","target",4,4,"shirt","clothing","ivy","distrClass3",2,2,NA,"plant","gloves","distrClass2",3,3,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"562",651,"4452-5",1.45e+12,57,"subSuperTrial","distr23","tShirt","target",2,4,"shirt","clothing","rabbit","distrClass3",3,3,NA,"animal","gloves","distrClass2",4,2,NA,"clothing",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"564",653,"4393-a",1.45e+12,4,"subSuperTrial","distr23","polarBear","target",2,3,"bear","animal","lamp","distrClass3",4,4,NA,"furniture","horse","distrClass2",3,2,NA,"animal",1,1,0,"Bear","","1450000000000","Bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"566",656,"3158-b",1.45e+12,11,"subSuperTrial","distr23","diningTable","target",3,4,"table","furniture","bookcase","distrClass2",2,3,NA,"furniture","iguana","distrClass3",4,2,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"567",657,"7830-a",1.45e+12,43,"subSuperTrial","distr23","jellyBeans","target",3,2,"candy","snack","chips","distrClass2",4,3,NA,"snack","iguana","distrClass3",2,4,NA,"animal",1,1,0,"bean","","1450000000000","bean",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"jellyBeans",NA,NA,NA,NA,NA,""
"568",658,"0198-d",1.45e+12,14,"subSuperTrial","distr23","blackBear","target",4,2,"bear","animal","gloves","distrClass3",2,3,NA,"clothing","iguana","distrClass2",3,4,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"569",659,"3293-5",1.45e+12,8,"subSuperTrial","distr23","tulip","target",2,2,"flower","plant","rabbit","distrClass3",3,3,NA,"animal","ivy","distrClass2",4,4,NA,"plant",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"570",660,"2919-a",1.45e+12,69,"subSuperTrial","distr23","sunflower","target",3,4,"flower","plant","rhino","distrClass3",2,2,NA,"animal","ivy","distrClass2",4,3,NA,"plant",1,1,0,"sunflower","","1450000000000","sunflower",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"571",661,"3504-8",1.45e+12,3,"subSuperTrial","distr23","rose","target",4,2,"flower","plant","kitten","distrClass3",3,3,NA,"animal","ivy","distrClass2",2,4,NA,"plant",1,1,0,"flower!","","1450000000000","flower!",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"573",663,"4517-f",1.45e+12,71,"subSuperTrial","distr23","skittles","target",2,2,"candy","snack","pretzels","distrClass2",3,3,NA,"snack","ivy","distrClass3",4,4,NA,"plant",1,1,0,"skittles","","1450000000000","skittles",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"574",664,"1223-7",1.45e+12,61,"subSuperTrial","distr23","polarBear","target",2,3,"bear","animal","bathrobe","distrClass3",3,2,NA,"clothing","kitten","distrClass2",4,4,NA,"animal",1,1,0,"polar bear","","1450000000000","polar bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"575",665,"4517-f",1.45e+12,27,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","bookcase","distrClass3",3,3,NA,"furniture","kitten","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"577",667,"3504-8",1.45e+12,46,"subSuperTrial","distr23","parrot","target",3,3,"bird","animal","ivy","distrClass3",4,4,NA,"plant","kitten","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"578",668,"3158-b",1.45e+12,52,"subSuperTrial","distr23","tulip","target",2,4,"flower","plant","rosemary","distrClass2",4,2,NA,"plant","kitten","distrClass3",3,3,NA,"animal",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"579",669,"0198-d",1.45e+12,4,"subSuperTrial","distr23","picnicTable","target",4,4,"table","furniture","cookies","distrClass3",3,2,NA,"snack","lamp","distrClass2",2,3,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"580",670,"2919-a",1.45e+12,51,"subSuperTrial","distr23","tShirt","target",4,2,"shirt","clothing","socks","distrClass2",2,4,NA,"clothing","lamp","distrClass3",3,3,NA,"furniture",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"581",671,"4452-5",1.45e+12,44,"subSuperTrial","distr23","coffeeTable","target",3,4,"table","furniture","crocodile","distrClass3",4,3,NA,"animal","lamp","distrClass2",2,2,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"582",672,"5628-2",1.45e+12,41,"subSuperTrial","distr23","coffeeTable","target",2,4,"table","furniture","crocodile","distrClass3",4,2,NA,"animal","lamp","distrClass2",3,3,NA,"furniture",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"583",673,"5239-5",1.45e+12,46,"subSuperTrial","distr23","diningTable","target",2,4,"table","furniture","elephant","distrClass3",3,3,NA,"animal","lamp","distrClass2",4,2,NA,"furniture",1,1,0,"coffee table","","1450000000000","coffee table",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"584",675,"3504-8",1.45e+12,38,"subSuperTrial","distr23","swordFish","target",3,3,"fish","animal","lamp","distrClass3",4,4,NA,"furniture","lion","distrClass2",2,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"585",676,"3695-5",1.45e+12,72,"subSuperTrial","distr23","dalmatian","target",3,3,"dog","animal","train","distrClass3",4,4,NA,"vehicle","lion","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"586",677,"4517-f",1.45e+12,29,"subSuperTrial","distr23","pandaBear","target",2,4,"bear","animal","gloves","distrClass3",3,3,NA,"clothing","lobster","distrClass2",4,2,NA,"animal",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"587",678,"8430-f",1.45e+12,40,"subSuperTrial","distr23","clownFish","target",2,3,"fish","animal","socks","distrClass3",4,2,NA,"clothing","lobster","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"588",680,"8286-0",1.45e+12,5,"subSuperTrial","distr23","mnMs","target",3,2,"candy","snack","cookies","distrClass2",2,4,NA,"snack","lobster","distrClass3",4,3,NA,"animal",1,1,0,"m&m","","1450000000000","m&m",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"589",681,"8430-f",1.45e+12,24,"subSuperTrial","distr23","sportsCar","target",4,2,"car","vehicle","rhino","distrClass3",3,4,NA,"animal","motorcycle","distrClass2",2,3,NA,"vehicle",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sportsCar",NA,NA,NA,NA,NA,""
"590",682,"4517-f",1.45e+12,43,"subSuperTrial","distr23","dressShirt","target",2,2,"shirt","clothing","bathrobe","distrClass2",4,4,NA,"clothing","pig","distrClass3",3,3,NA,"animal",1,1,0,"tshirt","","1450000000000","tshirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"591",683,"9807-5",1.45e+12,62,"subSuperTrial","distr23","catfish","target",3,3,"fish","animal","lamp","distrClass3",2,4,NA,"furniture","pig","distrClass2",4,2,NA,"animal",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"catfish",NA,NA,NA,NA,NA,""
"592",684,"0198-d",1.45e+12,8,"subSuperTrial","distr23","hawaiiShirt","target",3,2,"shirt","clothing","socks","distrClass2",4,4,NA,"clothing","pig","distrClass3",2,3,NA,"animal",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"593",685,"3293-5",1.45e+12,14,"subSuperTrial","distr23","pug","target",3,3,"dog","animal","pottedPlant","distrClass3",2,2,NA,"plant","pig","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"594",686,"7111-e",1.45e+12,13,"subSuperTrial","distr23","clownFish","target",4,2,"fish","animal","grasses","distrClass3",2,3,NA,"plant","pig","distrClass2",3,4,NA,"animal",1,1,0,"clown orang","","1450000000000","clown orang",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"595",687,"8286-0",1.45e+12,57,"subSuperTrial","distr23","pandaBear","target",4,2,"bear","animal","pottedPlant","distrClass3",2,3,NA,"plant","pig","distrClass2",3,4,NA,"animal",1,1,0,"panda","","1450000000000","panda",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"597",689,"9807-5",1.45e+12,13,"subSuperTrial","distr23","hummingBird","target",4,2,"bird","animal","rhino","distrClass2",3,4,NA,"animal","popcorn","distrClass3",2,3,NA,"snack",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"598",690,"2919-a",1.45e+12,10,"subSuperTrial","distr23","skittles","target",4,4,"candy","snack","squirrel","distrClass3",2,2,NA,"animal","popcorn","distrClass2",3,3,NA,"snack",1,1,0,"M7M","","1450000000000","M7M",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"599",691,"4452-5",1.45e+12,45,"subSuperTrial","distr23","mnMs","target",2,3,"candy","snack","iguana","distrClass3",4,4,NA,"animal","popcorn","distrClass2",3,2,NA,"snack",1,1,0,"m and m","","1450000000000","m and m",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
