"","X.1","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","typeAttributeMentioned","noAttrOrLevelMentioned","noLevelMentioned","basiclevelAttributeMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"710",811,"5934-3",1.45e+12,42,"subSuperTrial","distr33","coffeeTable","target",4,3,"table","furniture","bison","distrClass3",2,4,NA,"animal","elephant","distrClass3",3,2,NA,"animal",2,2,0,"what's your dream job?___table","","1449261601742___1449261604671","what's your dream job?",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"712",813,"8258-f",1.45e+12,63,"subSuperTrial","distr33","clownFish","target",3,2,"fish","animal","bed","distrClass3",2,3,NA,"furniture","firetruck","distrClass3",4,4,NA,"vehicle",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"clownFish",NA,NA,NA,NA,NA,""
"713",814,"4393-a",1.45e+12,37,"subSuperTrial","distr33","sunflower","target",2,4,"flower","plant","lion","distrClass3",3,2,NA,"animal","firetruck","distrClass3",4,3,NA,"vehicle",1,1,0,"Flower","","1450000000000","Flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"714",815,"5628-2",1.45e+12,66,"subSuperTrial","distr33","picnicTable","target",2,2,"table","furniture","rabbit","distrClass3",3,4,NA,"animal","firetruck","distrClass3",4,3,NA,"vehicle",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"715",816,"0198-d",1.45e+12,21,"subSuperTrial","distr33","suv","target",3,4,"car","vehicle","cow","distrClass3",2,3,NA,"animal","grasses","distrClass3",4,2,NA,"plant",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"716",817,"2195-2",1.45e+12,25,"subSuperTrial","distr33","mnMs","target",2,4,"candy","snack","crocodile","distrClass3",4,3,NA,"animal","grasses","distrClass3",3,2,NA,"plant",1,1,0,"M&M","","1450000000000","M&M",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"717",818,"9807-5",1.45e+12,22,"subSuperTrial","distr33","minivan","target",2,4,"car","vehicle","dress","distrClass3",4,2,NA,"clothing","grasses","distrClass3",3,3,NA,"plant",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"719",820,"8258-f",1.45e+12,6,"subSuperTrial","distr33","polarBear","target",4,3,"bear","animal","chips","distrClass3",2,4,NA,"snack","grasses","distrClass3",3,2,NA,"plant",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"720",821,"9807-5",1.45e+12,49,"subSuperTrial","distr33","pug","target",3,2,"dog","animal","pretzels","distrClass3",4,3,NA,"snack","grasses","distrClass3",2,4,NA,"plant",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"721",822,"3293-5",1.45e+12,69,"subSuperTrial","distr33","poloShirt","target",3,3,"shirt","clothing","rabbit","distrClass3",4,2,NA,"animal","grasses","distrClass3",2,4,NA,"plant",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"poloShirt",NA,NA,NA,NA,NA,""
"722",823,"5076-0",1.45e+12,59,"subSuperTrial","distr33","rose","target",2,4,"flower","plant","pretzels","distrClass3",4,3,NA,"snack","horse","distrClass3",3,2,NA,"animal",1,1,0,"Rose","","1450000000000","Rose",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"723",824,"3293-5",1.45e+12,36,"subSuperTrial","distr33","convertible","target",2,2,"car","vehicle","socks","distrClass3",3,4,NA,"clothing","horse","distrClass3",4,3,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"724",827,"4452-5",1.45e+12,51,"subSuperTrial","distr33","picnicTable","target",4,2,"table","furniture","chick","distrClass3",2,4,NA,"animal","kitten","distrClass3",3,3,NA,"animal",1,1,0,"picnic table","","1450000000000","picnic table",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"picnicTable",NA,NA,NA,NA,NA,""
"726",829,"7830-a",1.45e+12,41,"subSuperTrial","distr33","diningTable","target",4,4,"table","furniture","squirrel","distrClass3",2,3,NA,"animal","lion","distrClass3",3,2,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"diningTable",NA,NA,NA,NA,NA,""
"727",830,"3695-5",1.45e+12,42,"subSuperTrial","distr33","skittles","target",3,2,"candy","snack","gloves","distrClass3",4,4,NA,"clothing","lobster","distrClass3",2,3,NA,"animal",1,1,0,"m&ms","","1450000000000","m&ms",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"skittles",NA,NA,NA,NA,NA,""
"728",831,"2919-a",1.45e+12,44,"subSuperTrial","distr33","mnMs","target",2,3,"candy","snack","dress","distrClass3",4,2,NA,"clothing","lobster","distrClass3",3,4,NA,"animal",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"mnMs",NA,NA,NA,NA,NA,""
"729",832,"3504-8",1.45e+12,22,"subSuperTrial","distr33","dressShirt","target",2,4,"shirt","clothing","ivy","distrClass3",4,2,NA,"plant","lobster","distrClass3",3,3,NA,"animal",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dressShirt",NA,NA,NA,NA,NA,""
"730",833,"2919-a",1.45e+12,52,"subSuperTrial","distr33","goldFish","target",2,3,"fish","animal","bed","distrClass3",4,4,NA,"furniture","motorcycle","distrClass3",3,2,NA,"vehicle",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"731",834,"7830-a",1.45e+12,70,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","chips","distrClass3",4,3,NA,"snack","motorcycle","distrClass3",2,2,NA,"vehicle",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"732",835,"7830-a",1.45e+12,46,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","bathrobe","distrClass3",4,3,NA,"clothing","popcorn","distrClass3",2,2,NA,"snack",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"733",836,"3504-8",1.45e+12,37,"subSuperTrial","distr33","blackBear","target",2,3,"bear","animal","bookcase","distrClass3",3,4,NA,"furniture","popcorn","distrClass3",4,2,NA,"snack",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"734",837,"5975-e",1.45e+12,61,"subSuperTrial","distr33","germanShepherd","target",2,2,"dog","animal","gloves","distrClass3",4,3,NA,"clothing","popcorn","distrClass3",3,4,NA,"snack",1,1,0,"animal","","1450000000000","animal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"735",838,"4393-a",1.45e+12,62,"subSuperTrial","distr33","convertible","target",2,2,"car","vehicle","dress","distrClass3",4,3,NA,"clothing","popcorn","distrClass3",3,4,NA,"snack",1,1,0,"Car","","1450000000000","Car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"736",839,"0198-d",1.45e+12,42,"subSuperTrial","distr33","germanShepherd","target",3,3,"dog","animal","popcorn","distrClass3",4,2,NA,"snack","pottedPlant","distrClass3",2,4,NA,"plant",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"germanShepherd",NA,NA,NA,NA,NA,""
"737",840,"4517-f",1.45e+12,25,"subSuperTrial","distr33","parrot","target",2,2,"bird","animal","pottedPlant","distrClass3",4,3,NA,"plant","pottedPlant","distrClass3",3,4,NA,"plant",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"738",841,"5975-e",1.45e+12,66,"subSuperTrial","distr33","pug","target",2,4,"dog","animal","bookcase","distrClass3",4,2,NA,"furniture","pretzels","distrClass3",3,3,NA,"snack",1,1,0,"animal","","1450000000000","animal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"739",842,"7830-a",1.45e+12,61,"subSuperTrial","distr33","minivan","target",2,2,"car","vehicle","crocodile","distrClass3",4,3,NA,"animal","pretzels","distrClass3",3,4,NA,"snack",1,1,0,"van","","1450000000000","van",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"minivan",NA,NA,NA,NA,NA,""
"740",843,"8430-f",1.45e+12,18,"subSuperTrial","distr33","dalmatian","target",3,2,"dog","animal","gloves","distrClass3",2,4,NA,"clothing","pretzels","distrClass3",4,3,NA,"snack",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"741",844,"3695-5",1.45e+12,11,"subSuperTrial","distr33","grizzlyBear","target",4,4,"bear","animal","firetruck","distrClass3",2,2,NA,"vehicle","pretzels","distrClass3",3,3,NA,"snack",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"742",845,"8286-0",1.45e+12,61,"subSuperTrial","distr33","gummyBears","target",3,2,"candy","snack","cow","distrClass3",4,3,NA,"animal","rabbit","distrClass3",2,4,NA,"animal",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"743",846,"5076-0",1.45e+12,49,"subSuperTrial","distr33","tulip","target",4,3,"flower","plant","train","distrClass3",3,2,NA,"vehicle","rabbit","distrClass3",2,4,NA,"animal",1,1,0,"Flower","","1450000000000","Flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tulip",NA,NA,NA,NA,NA,""
"744",847,"5975-e",1.45e+12,45,"subSuperTrial","distr33","husky","target",4,4,"dog","animal","dress","distrClass3",2,2,NA,"clothing","rosemary","distrClass3",3,3,NA,"plant",1,1,0,"animal","","1450000000000","animal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,"husky",NA,NA,NA,NA,NA,""
"745",848,"8430-f",1.45e+12,70,"subSuperTrial","distr33","husky","target",2,3,"dog","animal","ivy","distrClass3",4,4,NA,"plant","rosemary","distrClass3",3,2,NA,"plant",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"husky",NA,NA,NA,NA,NA,""
"746",849,"5076-0",1.45e+12,72,"subSuperTrial","distr33","pandaBear","target",3,2,"bear","animal","lamp","distrClass3",2,4,NA,"furniture","rosemary","distrClass3",4,3,NA,"plant",1,1,0,"Panda","","1450000000000","Panda",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"747",850,"0198-d",1.45e+12,41,"subSuperTrial","distr33","sportsCar","target",2,3,"car","vehicle","pretzels","distrClass3",4,2,NA,"snack","sheep","distrClass3",3,4,NA,"animal",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sportsCar",NA,NA,NA,NA,NA,""
"748",851,"6456-4",1.45e+12,43,"subSuperTrial","distr33","pandaBear","target",3,2,"bear","animal","bed","distrClass3",4,4,NA,"furniture","socks","distrClass3",2,3,NA,"clothing",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"749",852,"9551-7",1.45e+12,22,"subSuperTrial","distr33","goldFish","target",4,3,"fish","animal","ambulance","distrClass3",2,4,NA,"vehicle","socks","distrClass3",3,2,NA,"clothing",1,1,0,"fish","","1450000000000","fish",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"goldFish",NA,NA,NA,NA,NA,""
"750",853,"5512-7",1.45e+12,70,"subSuperTrial","distr33","blackBear","target",2,3,"bear","animal","bathrobe","distrClass3",3,2,NA,"clothing","socks","distrClass3",4,4,NA,"clothing",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"751",854,"3504-8",1.45e+12,70,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","rosemary","distrClass3",4,2,NA,"plant","socks","distrClass3",2,3,NA,"clothing",1,1,0,"bird","","1450000000000","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pigeon",NA,NA,NA,NA,NA,""
"753",857,"3695-5",1.45e+12,9,"subSuperTrial","distr33","suv","target",4,4,"car","vehicle","lion","distrClass3",3,2,NA,"animal","socks","distrClass3",2,3,NA,"clothing",1,1,0,"van again","","1450000000000","van again",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"754",858,"2195-2",1.45e+12,70,"subSuperTrial","distr33","convertible","target",4,4,"car","vehicle","lobster","distrClass3",2,3,NA,"animal","socks","distrClass3",3,2,NA,"clothing",1,1,0,"CAR","","1450000000000","CAR",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"convertible",NA,NA,NA,NA,NA,""
"755",859,"2195-2",1.45e+12,45,"subSuperTrial","distr33","gummyBears","target",4,3,"candy","snack","train","distrClass3",3,2,NA,"vehicle","squirrel","distrClass3",2,4,NA,"animal",1,1,0,"GUMMIE BEARS","","1450000000000","GUMMIE BEARS",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"756",860,"2195-2",1.45e+12,68,"subSuperTrial","distr33","swordFish","target",4,3,"fish","animal","gloves","distrClass3",3,2,NA,"clothing","train","distrClass3",2,4,NA,"vehicle",1,1,0,"FISH","","1450000000000","FISH",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"757",861,"3158-b",1.45e+12,7,"subSuperTrial","distr33","pug","target",3,2,"dog","animal","pottedPlant","distrClass3",2,4,NA,"plant","train","distrClass3",4,3,NA,"vehicle",1,1,0,"doggie","","1450000000000","doggie",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"pug",NA,NA,NA,NA,NA,""
"758",862,"4452-5",1.45e+12,70,"subSuperTrial","distr33","pandaBear","target",3,3,"bear","animal","wardrobe","distrClass3",4,2,NA,"furniture","train","distrClass3",2,4,NA,"vehicle",1,1,0,"panda","","1450000000000","panda",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"pandaBear",NA,NA,NA,NA,NA,""
"759",863,"7111-e",1.45e+12,39,"subSuperTrial","distr33","swordFish","target",2,2,"fish","animal","firetruck","distrClass3",3,3,NA,"vehicle","train","distrClass3",4,4,NA,"vehicle",1,1,0,"sword","","1450000000000","sword",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"swordFish",NA,NA,NA,NA,NA,""
"760",864,"9551-7",1.45e+12,16,"subSuperTrial","distr33","tShirt","target",4,4,"shirt","clothing","grasses","distrClass3",2,2,NA,"plant","train","distrClass3",3,3,NA,"vehicle",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"tShirt",NA,NA,NA,NA,NA,""
"761",865,"3158-b",1.45e+12,72,"subSuperTrial","distr33","hawaiiShirt","target",3,3,"shirt","clothing","squirrel","distrClass3",4,4,NA,"animal","train","distrClass3",2,2,NA,"vehicle",1,1,0,"shirt","","1450000000000","shirt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"hawaiiShirt",NA,NA,NA,NA,NA,""
"762",867,"5512-7",1.45e+12,69,"subSuperTrial","distr33","gummyBears","target",4,2,"candy","snack","firetruck","distrClass3",2,4,NA,"vehicle","wardrobe","distrClass3",3,3,NA,"furniture",1,1,0,"candy","","1450000000000","candy",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"763",868,"5239-5",1.45e+12,42,"subSuperTrial","distr33","hummingBird","target",3,3,"bird","animal","bookcase","distrClass3",4,2,NA,"furniture","wardrobe","distrClass3",2,4,NA,"furniture",1,1,0,"humming bird","","1450000000000","humming bird",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"764",869,"4452-5",1.45e+12,28,"subSuperTrial","distr33","grizzlyBear","target",3,2,"bear","animal","bathrobe","distrClass3",2,4,NA,"clothing","bookcase","distrClass3",4,3,NA,"furniture",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"grizzlyBear",NA,NA,NA,NA,NA,""
"765",870,"3293-5",1.45e+12,61,"subSuperTrial","distr33","blackBear","target",3,4,"bear","animal","grasses","distrClass3",2,3,NA,"plant","bookcase","distrClass3",4,2,NA,"furniture",1,1,0,"bear","","1450000000000","bear",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"blackBear",NA,NA,NA,NA,NA,""
"766",871,"5239-5",1.45e+12,21,"subSuperTrial","distr33","rose","target",2,4,"flower","plant","dress","distrClass3",4,2,NA,"clothing","chick","distrClass3",3,3,NA,"animal",1,1,0,"red flower","","1450000000000","red flower",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"767",872,"5628-2",1.45e+12,29,"subSuperTrial","distr33","gummyBears","target",4,4,"candy","snack","firetruck","distrClass3",3,2,NA,"vehicle","chick","distrClass3",2,3,NA,"animal",1,1,0,"gummi bear","","1450000000000","gummi bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"gummyBears",NA,NA,NA,NA,NA,""
"768",873,"2919-a",1.45e+12,12,"subSuperTrial","distr33","coffeeTable","target",2,2,"table","furniture","rabbit","distrClass3",3,3,NA,"animal","chick","distrClass3",4,4,NA,"animal",1,1,0,"table","","1450000000000","table",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"coffeeTable",NA,NA,NA,NA,NA,""
"769",874,"2195-2",1.45e+12,62,"subSuperTrial","distr33","hummingBird","target",3,3,"bird","animal","grasses","distrClass3",4,4,NA,"plant","chips","distrClass3",2,2,NA,"snack",1,1,0,"HUMMIONGBIRD","","1450000000000","HUMMIONGBIRD",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"hummingBird",NA,NA,NA,NA,NA,""
"770",875,"1223-7",1.45e+12,60,"subSuperTrial","distr33","dalmatian","target",4,3,"dog","animal","train","distrClass3",3,2,NA,"vehicle","chips","distrClass3",2,4,NA,"snack",1,1,0,"dalmation","","1450000000000","dalmation",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"dalmatian",NA,NA,NA,NA,NA,""
"771",876,"5512-7",1.45e+12,49,"subSuperTrial","distr33","suv","target",2,4,"car","vehicle","wardrobe","distrClass3",3,2,NA,"furniture","chips","distrClass3",4,3,NA,"snack",1,1,0,"car","","1450000000000","car",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"suv",NA,NA,NA,NA,NA,""
"772",877,"7830-a",1.45e+12,72,"subSuperTrial","distr33","parrot","target",2,4,"bird","animal","bathrobe","distrClass3",3,2,NA,"clothing","cookies","distrClass3",4,3,NA,"snack",2,1,1,"bird","great job :)","1449262630519___1449262637485","bird",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"parrot",NA,NA,NA,NA,NA,""
"773",878,"5512-7",1.45e+12,72,"subSuperTrial","distr33","rose","target",3,2,"flower","plant","bathrobe","distrClass3",4,3,NA,"clothing","cookies","distrClass3",2,4,NA,"snack",1,1,0,"rose","","1450000000000","rose",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"rose",NA,NA,NA,NA,NA,""
"774",879,"3504-8",1.45e+12,24,"subSuperTrial","distr33","polarBear","target",3,4,"bear","animal","rosemary","distrClass3",4,2,NA,"plant","cookies","distrClass3",2,3,NA,"snack",1,1,0,"polar bear","","1450000000000","polar bear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"polarBear",NA,NA,NA,NA,NA,""
"776",882,"4452-5",1.45e+12,4,"subSuperTrial","distr33","catfish","target",3,2,"fish","animal","rosemary","distrClass3",4,4,NA,"plant","cookies","distrClass3",2,3,NA,"snack",2,1,1,"fish (catfish","","","",NA,NA,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"",NA,NA,NA,NA,NA,""
"777",883,"4517-f",1.45e+12,52,"subSuperTrial","distr33","husky","target",3,2,"dog","animal","socks","distrClass3",4,4,NA,"clothing","cookies","distrClass3",2,3,NA,"snack",1,1,0,"dog","","1450000000000","dog",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"husky",NA,NA,NA,NA,NA,""
"778",884,"3695-5",1.45e+12,41,"subSuperTrial","distr33","sunflower","target",2,2,"flower","plant","gloves","distrClass3",4,3,NA,"clothing","cookies","distrClass3",3,4,NA,"snack",1,1,0,"flower","","1450000000000","flower",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FALSE",FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,"sunflower",NA,NA,NA,NA,NA,""
"780",886,"4517-f",1.45e+12,6,"subSuperTrial","distr33","eagle","target",2,2,"bird","animal","popcorn","distrClass3",3,3,NA,"snack","dress","distrClass3",4,4,NA,"clothing",1,1,0,"eagle","","1450000000000","eagle",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FALSE",FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,"eagle",NA,NA,NA,NA,NA,""
