gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, basiclevelClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Basiclevel, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Basiclevel, alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
7830-a,1450000000000,7,subSuperTrial,distr33,tulip,target,4,3,flower,plant,bathrobe,distrClass3,3,2,NA,clothing,bookcase,distrClass3,2,4,NA,furniture,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,,,x,,,,,,,,tulip,NA,NA,,,,
9551-7,1450000000000,29,subSuperTrial,distr33,husky,target,2,3,dog,animal,motorcycle,distrClass3,3,2,NA,vehicle,bookcase,distrClass3,4,4,NA,furniture,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
5512-7,1450000000000,31,subSuperTrial,distr33,grizzlyBear,target,2,4,bear,animal,train,distrClass3,3,2,NA,vehicle,bookcase,distrClass3,4,3,NA,furniture,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
7111-e,1450000000000,64,subSuperTrial,distr33,hummingBird,target,2,3,bird,animal,socks,distrClass3,4,2,NA,clothing,bookcase,distrClass3,3,4,NA,furniture,1,1,0,flutter,,1450000000000,flutter,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,hummingBird,NA,NA,,,,
8684-3,1450000000000,22,subSuperTrial,distr33,rose,target,4,4,flower,plant,bison,distrClass3,3,3,NA,animal,chick,distrClass3,2,2,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,rose,NA,NA,,,,
5975-e,1450000000000,1,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,bathrobe,distrClass3,2,2,NA,clothing,chick,distrClass3,3,4,NA,animal,1,1,0,its made out of wood,,1450000000000,its made out of wood,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,coffeeTable,NA,NA,,,,
1223-7,1450000000000,58,subSuperTrial,distr33,blackBear,target,4,4,bear,animal,ambulance,distrClass3,3,2,NA,vehicle,chips,distrClass3,2,3,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
7111-e,1450000000000,46,subSuperTrial,distr33,dalmatian,target,3,2,dog,animal,lamp,distrClass3,4,3,NA,furniture,chips,distrClass3,2,4,NA,snack,2,2,0,sports___spots,,1449257609720___1449257613156,sports,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,dalmatian,NA,NA,,,,
5934-3,1450000000000,59,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,gloves,distrClass3,4,2,NA,clothing,cookies,distrClass3,3,3,NA,snack,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,sunflower,NA,NA,,,,
8684-3,1450000000000,16,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,ivy,distrClass3,2,2,NA,plant,cookies,distrClass3,4,3,NA,snack,1,1,0,animal,,1450000000000,animal,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,blackBear,NA,NA,,,,
8286-0,1450000000000,38,subSuperTrial,distr33,catfish,target,2,3,fish,animal,wardrobe,distrClass3,3,2,NA,furniture,cookies,distrClass3,4,4,NA,snack,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,catfish,NA,NA,,,,
9807-5,1450000000000,45,subSuperTrial,distr33,tulip,target,2,3,flower,plant,bed,distrClass3,4,4,NA,furniture,cow,distrClass3,3,2,NA,animal,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,tulip,NA,NA,,,,
5239-5,1450000000000,9,subSuperTrial,distr33,tShirt,target,2,2,shirt,clothing,pig,distrClass3,3,4,NA,animal,cow,distrClass3,4,3,NA,animal,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,,,x,,,,,,,,tShirt,NA,NA,,,,
4517-f,1450000000000,38,subSuperTrial,distr33,minivan,target,3,4,car,vehicle,sheep,distrClass3,4,2,NA,animal,cow,distrClass3,2,3,NA,animal,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,minivan,NA,NA,,,,
1223-7,1450000000000,27,subSuperTrial,distr33,diningTable,target,2,2,table,furniture,lobster,distrClass3,3,3,NA,animal,crocodile,distrClass3,4,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
9807-5,1450000000000,47,subSuperTrial,distr33,jellyBeans,target,2,2,candy,snack,lamp,distrClass3,4,4,NA,furniture,crocodile,distrClass3,3,3,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,jellyBeans,NA,NA,,,,
4842-f,1450000000000,16,subSuperTrial,distr33,suv,target,4,2,car,vehicle,bison,distrClass3,2,4,NA,animal,dress,distrClass3,3,3,NA,clothing,1,1,0,rugged but new,,1450000000000,rugged but new,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,suv,NA,NA,,,,
2195-2,1450000000000,15,subSuperTrial,distr33,clownFish,target,3,2,fish,animal,grasses,distrClass3,2,3,NA,plant,dress,distrClass3,4,4,NA,clothing,1,1,0,FISH,,1450000000000,FISH,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
3504-8,1450000000000,71,subSuperTrial,distr33,germanShepherd,target,3,3,dog,animal,motorcycle,distrClass3,4,4,NA,vehicle,dress,distrClass3,2,2,NA,clothing,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
5934-3,1450000000000,42,subSuperTrial,distr33,coffeeTable,target,4,3,table,furniture,bison,distrClass3,2,4,NA,animal,elephant,distrClass3,3,2,NA,animal,2,2,0,what's your dream job?___table,,1449261601742___1449261604671,what's your dream job?,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
8430-f,1450000000000,47,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,squirrel,distrClass3,2,3,NA,animal,elephant,distrClass3,3,4,NA,animal,1,1,0,desk,,1450000000000,desk,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,,,,,,bedsideTable,NA,NA,,,,
8258-f,1450000000000,63,subSuperTrial,distr33,clownFish,target,3,2,fish,animal,bed,distrClass3,2,3,NA,furniture,firetruck,distrClass3,4,4,NA,vehicle,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,clownFish,NA,NA,,,,
4393-a,1450000000000,37,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,lion,distrClass3,3,2,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,1,1,0,Flower,,1450000000000,Flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
5628-2,1450000000000,66,subSuperTrial,distr33,picnicTable,target,2,2,table,furniture,rabbit,distrClass3,3,4,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,picnicTable,NA,NA,,,,
0198-d,1450000000000,21,subSuperTrial,distr33,suv,target,3,4,car,vehicle,cow,distrClass3,2,3,NA,animal,grasses,distrClass3,4,2,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
2195-2,1450000000000,25,subSuperTrial,distr33,mnMs,target,2,4,candy,snack,crocodile,distrClass3,4,3,NA,animal,grasses,distrClass3,3,2,NA,plant,1,1,0,M&M,,1450000000000,M&M,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,mnMs,NA,NA,,,,
9807-5,1450000000000,22,subSuperTrial,distr33,minivan,target,2,4,car,vehicle,dress,distrClass3,4,2,NA,clothing,grasses,distrClass3,3,3,NA,plant,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,minivan,NA,NA,,,,
7111-e,1450000000000,7,subSuperTrial,distr33,minivan,target,2,4,car,vehicle,dress,distrClass3,3,3,NA,clothing,grasses,distrClass3,4,2,NA,plant,1,1,0,white transport,,1450000000000,white transport,FALSE,TRUE,FALSE,,,FALSE,,,,TRUE,,,,minivan,NA,NA,,,,
8258-f,1450000000000,6,subSuperTrial,distr33,polarBear,target,4,3,bear,animal,chips,distrClass3,2,4,NA,snack,grasses,distrClass3,3,2,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,polarBear,NA,NA,,,,
9807-5,1450000000000,49,subSuperTrial,distr33,pug,target,3,2,dog,animal,pretzels,distrClass3,4,3,NA,snack,grasses,distrClass3,2,4,NA,plant,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
3293-5,1450000000000,69,subSuperTrial,distr33,poloShirt,target,3,3,shirt,clothing,rabbit,distrClass3,4,2,NA,animal,grasses,distrClass3,2,4,NA,plant,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,poloShirt,NA,NA,,,,
5076-0,1450000000000,59,subSuperTrial,distr33,rose,target,2,4,flower,plant,pretzels,distrClass3,4,3,NA,snack,horse,distrClass3,3,2,NA,animal,1,1,0,Rose,,1450000000000,Rose,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,rose,NA,NA,,,,
3293-5,1450000000000,36,subSuperTrial,distr33,convertible,target,2,2,car,vehicle,socks,distrClass3,3,4,NA,clothing,horse,distrClass3,4,3,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
5934-3,1450000000000,33,subSuperTrial,distr33,minivan,target,3,2,car,vehicle,bison,distrClass3,4,4,NA,animal,ivy,distrClass3,2,3,NA,plant,4,3,1,yeah,,,,,,,,,x,,,,,,,,,,,,,,
7830-a,1450000000000,28,subSuperTrial,distr33,tShirt,target,4,3,shirt,clothing,pretzels,distrClass3,2,4,NA,snack,ivy,distrClass3,3,2,NA,plant,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,,,x,,,,,,,,tShirt,NA,NA,,,,
4452-5,1450000000000,51,subSuperTrial,distr33,picnicTable,target,4,2,table,furniture,chick,distrClass3,2,4,NA,animal,kitten,distrClass3,3,3,NA,animal,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,picnicTable,NA,NA,,,,
8935-b,1450000000000,38,subSuperTrial,distr33,hummingBird,target,3,2,bird,animal,ivy,distrClass3,2,3,NA,plant,lamp,distrClass3,4,4,NA,furniture,1,1,0,Flutter,,1450000000000,Flutter,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,hummingBird,NA,NA,,,,
7830-a,1450000000000,41,subSuperTrial,distr33,diningTable,target,4,4,table,furniture,squirrel,distrClass3,2,3,NA,animal,lion,distrClass3,3,2,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,diningTable,NA,NA,,,,
3695-5,1450000000000,42,subSuperTrial,distr33,skittles,target,3,2,candy,snack,gloves,distrClass3,4,4,NA,clothing,lobster,distrClass3,2,3,NA,animal,1,1,0,m&ms,,1450000000000,m&ms,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,skittles,NA,NA,,,,
2919-a,1450000000000,44,subSuperTrial,distr33,mnMs,target,2,3,candy,snack,dress,distrClass3,4,2,NA,clothing,lobster,distrClass3,3,4,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,mnMs,NA,NA,,,,
3504-8,1450000000000,22,subSuperTrial,distr33,dressShirt,target,2,4,shirt,clothing,ivy,distrClass3,4,2,NA,plant,lobster,distrClass3,3,3,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dressShirt,NA,NA,,,,
2919-a,1450000000000,52,subSuperTrial,distr33,goldFish,target,2,3,fish,animal,bed,distrClass3,4,4,NA,furniture,motorcycle,distrClass3,3,2,NA,vehicle,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,goldFish,NA,NA,,,,
7830-a,1450000000000,70,subSuperTrial,distr33,pigeon,target,3,4,bird,animal,chips,distrClass3,4,3,NA,snack,motorcycle,distrClass3,2,2,NA,vehicle,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
7830-a,1450000000000,46,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,bathrobe,distrClass3,4,3,NA,clothing,popcorn,distrClass3,2,2,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
3504-8,1450000000000,37,subSuperTrial,distr33,blackBear,target,2,3,bear,animal,bookcase,distrClass3,3,4,NA,furniture,popcorn,distrClass3,4,2,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
5975-e,1450000000000,61,subSuperTrial,distr33,germanShepherd,target,2,2,dog,animal,gloves,distrClass3,4,3,NA,clothing,popcorn,distrClass3,3,4,NA,snack,1,1,0,animal,,1450000000000,animal,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,germanShepherd,NA,NA,,,,
4393-a,1450000000000,62,subSuperTrial,distr33,convertible,target,2,2,car,vehicle,dress,distrClass3,4,3,NA,clothing,popcorn,distrClass3,3,4,NA,snack,1,1,0,Car,,1450000000000,Car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
0198-d,1450000000000,42,subSuperTrial,distr33,germanShepherd,target,3,3,dog,animal,popcorn,distrClass3,4,2,NA,snack,pottedPlant,distrClass3,2,4,NA,plant,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
4517-f,1450000000000,25,subSuperTrial,distr33,parrot,target,2,2,bird,animal,pottedPlant,distrClass3,4,3,NA,plant,pottedPlant,distrClass3,3,4,NA,plant,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,parrot,NA,NA,,,,
5975-e,1450000000000,66,subSuperTrial,distr33,pug,target,2,4,dog,animal,bookcase,distrClass3,4,2,NA,furniture,pretzels,distrClass3,3,3,NA,snack,1,1,0,animal,,1450000000000,animal,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,pug,NA,NA,,,,
7830-a,1450000000000,61,subSuperTrial,distr33,minivan,target,2,2,car,vehicle,crocodile,distrClass3,4,3,NA,animal,pretzels,distrClass3,3,4,NA,snack,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,minivan,NA,NA,,,,
8430-f,1450000000000,18,subSuperTrial,distr33,dalmatian,target,3,2,dog,animal,gloves,distrClass3,2,4,NA,clothing,pretzels,distrClass3,4,3,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
3695-5,1450000000000,11,subSuperTrial,distr33,grizzlyBear,target,4,4,bear,animal,firetruck,distrClass3,2,2,NA,vehicle,pretzels,distrClass3,3,3,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
8286-0,1450000000000,61,subSuperTrial,distr33,gummyBears,target,3,2,candy,snack,cow,distrClass3,4,3,NA,animal,rabbit,distrClass3,2,4,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,gummyBears,NA,NA,,,,
5076-0,1450000000000,49,subSuperTrial,distr33,tulip,target,4,3,flower,plant,train,distrClass3,3,2,NA,vehicle,rabbit,distrClass3,2,4,NA,animal,1,1,0,Flower,,1450000000000,Flower,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
5975-e,1450000000000,45,subSuperTrial,distr33,husky,target,4,4,dog,animal,dress,distrClass3,2,2,NA,clothing,rosemary,distrClass3,3,3,NA,plant,1,1,0,animal,,1450000000000,animal,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,,,,,husky,NA,NA,,,,
8430-f,1450000000000,70,subSuperTrial,distr33,husky,target,2,3,dog,animal,ivy,distrClass3,4,4,NA,plant,rosemary,distrClass3,3,2,NA,plant,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,husky,NA,NA,,,,
5076-0,1450000000000,72,subSuperTrial,distr33,pandaBear,target,3,2,bear,animal,lamp,distrClass3,2,4,NA,furniture,rosemary,distrClass3,4,3,NA,plant,1,1,0,Panda,,1450000000000,Panda,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,pandaBear,NA,NA,,,,
0198-d,1450000000000,41,subSuperTrial,distr33,sportsCar,target,2,3,car,vehicle,pretzels,distrClass3,4,2,NA,snack,sheep,distrClass3,3,4,NA,animal,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,sportsCar,NA,NA,,,,
6456-4,1450000000000,43,subSuperTrial,distr33,pandaBear,target,3,2,bear,animal,bed,distrClass3,4,4,NA,furniture,socks,distrClass3,2,3,NA,clothing,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pandaBear,NA,NA,,,,
9551-7,1450000000000,22,subSuperTrial,distr33,goldFish,target,4,3,fish,animal,ambulance,distrClass3,2,4,NA,vehicle,socks,distrClass3,3,2,NA,clothing,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,goldFish,NA,NA,,,,
5512-7,1450000000000,70,subSuperTrial,distr33,blackBear,target,2,3,bear,animal,bathrobe,distrClass3,3,2,NA,clothing,socks,distrClass3,4,4,NA,clothing,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
3504-8,1450000000000,70,subSuperTrial,distr33,pigeon,target,3,4,bird,animal,rosemary,distrClass3,4,2,NA,plant,socks,distrClass3,2,3,NA,clothing,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pigeon,NA,NA,,,,
8935-b,1450000000000,36,subSuperTrial,distr33,eagle,target,3,4,bird,animal,dress,distrClass3,2,2,NA,clothing,socks,distrClass3,4,3,NA,clothing,1,1,0,Black and white,,1450000000000,Black and white,FALSE,TRUE,FALSE,,,x,,,,,,,,eagle,NA,NA,,,,
8684-3,1450000000000,71,subSuperTrial,distr33,eagle,target,3,3,bird,animal,grasses,distrClass3,2,4,NA,plant,socks,distrClass3,4,2,NA,clothing,1,1,0,flies,,1450000000000,flies,FALSE,FALSE,FALSE,,,FALSE,TRUE,,,,,,,eagle,NA,NA,,,,
3695-5,1450000000000,9,subSuperTrial,distr33,suv,target,4,4,car,vehicle,lion,distrClass3,3,2,NA,animal,socks,distrClass3,2,3,NA,clothing,1,1,0,van again,,1450000000000,van again,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,suv,NA,NA,,,,
2195-2,1450000000000,70,subSuperTrial,distr33,convertible,target,4,4,car,vehicle,lobster,distrClass3,2,3,NA,animal,socks,distrClass3,3,2,NA,clothing,1,1,0,CAR,,1450000000000,CAR,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,convertible,NA,NA,,,,
2195-2,1450000000000,45,subSuperTrial,distr33,gummyBears,target,4,3,candy,snack,train,distrClass3,3,2,NA,vehicle,squirrel,distrClass3,2,4,NA,animal,1,1,0,GUMMIE BEARS,,1450000000000,GUMMIE BEARS,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,gummyBears,NA,NA,,,,
2195-2,1450000000000,68,subSuperTrial,distr33,swordFish,target,4,3,fish,animal,gloves,distrClass3,3,2,NA,clothing,train,distrClass3,2,4,NA,vehicle,1,1,0,FISH,,1450000000000,FISH,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,swordFish,NA,NA,,,,
3158-b,1450000000000,7,subSuperTrial,distr33,pug,target,3,2,dog,animal,pottedPlant,distrClass3,2,4,NA,plant,train,distrClass3,4,3,NA,vehicle,1,1,0,doggie,,1450000000000,doggie,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
4452-5,1450000000000,70,subSuperTrial,distr33,pandaBear,target,3,3,bear,animal,wardrobe,distrClass3,4,2,NA,furniture,train,distrClass3,2,4,NA,vehicle,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,pandaBear,NA,NA,,,,
7111-e,1450000000000,39,subSuperTrial,distr33,swordFish,target,2,2,fish,animal,firetruck,distrClass3,3,3,NA,vehicle,train,distrClass3,4,4,NA,vehicle,1,1,0,sword,,1450000000000,sword,FALSE,FALSE,TRUE,,,FALSE,,,,,TRUE,,,swordFish,NA,NA,,,,
9551-7,1450000000000,16,subSuperTrial,distr33,tShirt,target,4,4,shirt,clothing,grasses,distrClass3,2,2,NA,plant,train,distrClass3,3,3,NA,vehicle,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,tShirt,NA,NA,,,,
3158-b,1450000000000,72,subSuperTrial,distr33,hawaiiShirt,target,3,3,shirt,clothing,squirrel,distrClass3,4,4,NA,animal,train,distrClass3,2,2,NA,vehicle,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,hawaiiShirt,NA,NA,,,,
4842-f,1450000000000,49,subSuperTrial,distr33,catfish,target,3,2,fish,animal,wardrobe,distrClass3,4,3,NA,furniture,train,distrClass3,2,4,NA,vehicle,1,1,0,ewww,,1450000000000,ewww,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,catfish,NA,NA,,,,
5512-7,1450000000000,69,subSuperTrial,distr33,gummyBears,target,4,2,candy,snack,firetruck,distrClass3,2,4,NA,vehicle,wardrobe,distrClass3,3,3,NA,furniture,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,gummyBears,NA,NA,,,,
5239-5,1450000000000,42,subSuperTrial,distr33,hummingBird,target,3,3,bird,animal,bookcase,distrClass3,4,2,NA,furniture,wardrobe,distrClass3,2,4,NA,furniture,1,1,0,humming bird,,1450000000000,humming bird,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,hummingBird,NA,NA,,,,
4452-5,1450000000000,28,subSuperTrial,distr33,grizzlyBear,target,3,2,bear,animal,bathrobe,distrClass3,2,4,NA,clothing,bookcase,distrClass3,4,3,NA,furniture,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,grizzlyBear,NA,NA,,,,
3293-5,1450000000000,61,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,grasses,distrClass3,2,3,NA,plant,bookcase,distrClass3,4,2,NA,furniture,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,blackBear,NA,NA,,,,
5239-5,1450000000000,21,subSuperTrial,distr33,rose,target,2,4,flower,plant,dress,distrClass3,4,2,NA,clothing,chick,distrClass3,3,3,NA,animal,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,,,FALSE,,TRUE,,,,,,rose,NA,NA,,,,
5628-2,1450000000000,29,subSuperTrial,distr33,gummyBears,target,4,4,candy,snack,firetruck,distrClass3,3,2,NA,vehicle,chick,distrClass3,2,3,NA,animal,1,1,0,gummi bear,,1450000000000,gummi bear,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,gummyBears,NA,NA,,,,
2919-a,1450000000000,12,subSuperTrial,distr33,coffeeTable,target,2,2,table,furniture,rabbit,distrClass3,3,3,NA,animal,chick,distrClass3,4,4,NA,animal,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,coffeeTable,NA,NA,,,,
2195-2,1450000000000,62,subSuperTrial,distr33,hummingBird,target,3,3,bird,animal,grasses,distrClass3,4,4,NA,plant,chips,distrClass3,2,2,NA,snack,1,1,0,HUMMIONGBIRD,,1450000000000,HUMMIONGBIRD,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,hummingBird,NA,NA,,,,
1223-7,1450000000000,60,subSuperTrial,distr33,dalmatian,target,4,3,dog,animal,train,distrClass3,3,2,NA,vehicle,chips,distrClass3,2,4,NA,snack,1,1,0,dalmation,,1450000000000,dalmation,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,dalmatian,NA,NA,,,,
5512-7,1450000000000,49,subSuperTrial,distr33,suv,target,2,4,car,vehicle,wardrobe,distrClass3,3,2,NA,furniture,chips,distrClass3,4,3,NA,snack,1,1,0,car,,1450000000000,car,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,suv,NA,NA,,,,
7830-a,1450000000000,72,subSuperTrial,distr33,parrot,target,2,4,bird,animal,bathrobe,distrClass3,3,2,NA,clothing,cookies,distrClass3,4,3,NA,snack,2,1,1,bird,great job :),1449262630519___1449262637485,bird,FALSE,FALSE,FALSE,,,FALSE,,TRUE,,,,,,parrot,NA,NA,,,,
5512-7,1450000000000,72,subSuperTrial,distr33,rose,target,3,2,flower,plant,bathrobe,distrClass3,4,3,NA,clothing,cookies,distrClass3,2,4,NA,snack,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,rose,NA,NA,,,,
3504-8,1450000000000,24,subSuperTrial,distr33,polarBear,target,3,4,bear,animal,rosemary,distrClass3,4,2,NA,plant,cookies,distrClass3,2,3,NA,snack,1,1,0,polar bear,,1450000000000,polar bear,FALSE,FALSE,TRUE,,,FALSE,,,,,,,,polarBear,NA,NA,,,,
8935-b,1450000000000,46,subSuperTrial,distr33,grizzlyBear,target,4,4,bear,animal,wardrobe,distrClass3,3,2,NA,furniture,cookies,distrClass3,2,3,NA,snack,1,1,0,Large alive,,1450000000000,Large alive,TRUE,FALSE,FALSE,,,FALSE,,,,TRUE,,,,grizzlyBear,NA,NA,,,,
5934-3,1450000000000,23,subSuperTrial,distr33,bedsideTable,target,4,2,table,furniture,pretzels,distrClass3,3,4,NA,snack,cookies,distrClass3,2,3,NA,snack,1,1,0,non-edible,,1450000000000,non-edible,FALSE,FALSE,FALSE,TRUE,,x,,,,,,,,bedsideTable,NA,NA,,,,
