,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
117,5076-0,1450000000000,45,subSuperTrial,distr12,clownFish,target,4,2,fish,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,2,3,fish,animal,snake,distrClass2,3,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,Clown fish,,1450000000000,Clown fish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
118,5076-0,1450000000000,46,subSuperTrial,distr23,bedsideTable,target,4,2,table,furniture,ambulance,distrClass3,3,4,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bed,distrClass2,2,3,NA,furniture,1,1,0,Nightstand,,1450000000000,Nightstand,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
121,5076-0,1450000000000,49,subSuperTrial,distr33,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,train,distrClass3,3,2,NA,vehicle,rabbit,distrClass3,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,Flower,,1450000000000,Flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
125,5076-0,1450000000000,53,subSuperTrial,distr22,diningTable,target,4,2,table,furniture,blackStimulus,NA,1,1,NA,NA,lamp,distrClass2,3,4,NA,furniture,wardrobe,distrClass2,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,1,1,0,Desk,,1450000000000,Desk,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
131,5076-0,1450000000000,59,subSuperTrial,distr33,rose,target,2,4,flower,plant,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass3,4,3,NA,snack,horse,distrClass3,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,Rose,,1450000000000,Rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
137,5076-0,1450000000000,65,subSuperTrial,distr22,minivan,target,4,3,car,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,train,distrClass2,2,4,NA,vehicle,ambulance,distrClass2,3,2,NA,vehicle,1,1,0,Mini-van,,1450000000000,Mini-van,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,minivan,NA,NA,,NA,NA,
141,5076-0,1450000000000,69,subSuperTrial,distr23,pug,target,2,4,dog,animal,blackStimulus,NA,5,5,NA,NA,iguana,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass3,3,2,NA,plant,1,1,0,Dog,,1450000000000,Dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
143,5076-0,1450000000000,71,subSuperTrial,distr12,suv,target,2,2,car,vehicle,train,distrClass2,4,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,sedan,distrClass1,3,3,car,vehicle,1,1,0,SUV,,1450000000000,SUV,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
144,5076-0,1450000000000,72,subSuperTrial,distr33,pandaBear,target,3,2,bear,animal,lamp,distrClass3,2,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,4,3,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,Panda,,1450000000000,Panda,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
146,4393-a,1450000000000,2,subSuperTrial,distr22,clownFish,target,4,4,fish,animal,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,2,3,NA,animal,rabbit,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,Fish,,1450000000000,Fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,clownFish,NA,NA,,NA,NA,
148,4393-a,1450000000000,4,subSuperTrial,distr23,polarBear,target,2,3,bear,animal,lamp,distrClass3,4,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,3,2,NA,animal,1,1,0,Bear,,1450000000000,Bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
150,4393-a,1450000000000,6,subSuperTrial,distr22,pigeon,target,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,elephant,distrClass2,2,2,NA,animal,squirrel,distrClass2,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
153,4393-a,1450000000000,9,subSuperTrial,distr22,blackBear,target,3,2,bear,animal,blackStimulus,NA,1,1,NA,NA,cow,distrClass2,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,rabbit,distrClass2,4,4,NA,animal,1,1,0,Bear,,1450000000000,Bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
154,4393-a,1450000000000,10,subSuperTrial,distr33,grizzlyBear,target,4,2,bear,animal,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,pretzels,distrClass3,3,4,NA,snack,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
156,4393-a,1450000000000,12,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,blackStimulus,NA,1,1,NA,NA,discusFish,distrClass1,3,3,fish,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass2,2,4,NA,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,swordFish,NA,NA,,NA,NA,
159,4393-a,1450000000000,15,subSuperTrial,distr22,catfish,target,4,2,fish,animal,blackStimulus,NA,5,5,NA,NA,chick,distrClass2,3,3,NA,animal,squirrel,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,Fish,,1450000000000,Fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
161,4393-a,1450000000000,17,subSuperTrial,distr12,suv,target,4,4,car,vehicle,motorcycle,distrClass2,2,2,NA,vehicle,sedan,distrClass1,3,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,WHite Suv,,1450000000000,WHite Suv,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,suv,NA,NA,,NA,NA,
163,4393-a,1450000000000,19,subSuperTrial,distr12,goldFish,target,3,4,fish,animal,discusFish,distrClass1,2,2,fish,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rhino,distrClass2,4,3,NA,animal,1,1,0,Smaller fish by height,,1450000000000,Smaller fish by height,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
164,4393-a,1450000000000,20,subSuperTrial,distr23,poloShirt,target,3,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,4,2,NA,snack,bathrobe,distrClass2,2,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,Blue shirt,,1450000000000,Blue shirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
165,4393-a,1450000000000,21,subSuperTrial,distr22,hummingBird,target,4,3,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,chick,distrClass2,2,4,NA,animal,crocodile,distrClass2,3,2,NA,animal,1,1,0,Bird,,1450000000000,Bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
166,4393-a,1450000000000,22,subSuperTrial,distr12,gummyBears,target,2,3,candy,snack,popcorn,distrClass2,4,4,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,3,2,candy,snack,1,1,0,Gummy Bears,,1450000000000,Gummy Bears,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,gummyBears,NA,NA,,NA,NA,
167,4393-a,1450000000000,23,subSuperTrial,distr23,eagle,target,3,4,bird,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lamp,distrClass3,2,3,NA,furniture,rhino,distrClass2,4,2,NA,animal,1,1,0,Eagle,,1450000000000,Eagle,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,eagle,NA,NA,,NA,NA,
174,4393-a,1450000000000,30,subSuperTrial,distr12,germanShepherd,target,2,4,dog,animal,greyhound,distrClass1,4,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,3,3,NA,animal,1,1,0,Dog with right leg further forward than left - black fur on dog,,1450000000000,Dog with right leg further forward than left - black fur on dog,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
175,4393-a,1450000000000,31,subSuperTrial,distr22,pandaBear,target,3,3,bear,animal,iguana,distrClass2,2,4,NA,animal,sheep,distrClass2,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
177,4393-a,1450000000000,33,subSuperTrial,distr23,skittles,target,3,4,candy,snack,grasses,distrClass3,4,3,NA,plant,pretzels,distrClass2,2,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,M&M like candy with an S on them,,1450000000000,M&M like candy with an S on them,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
179,4393-a,1450000000000,35,subSuperTrial,distr22,diningTable,target,4,3,table,furniture,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,2,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,lamp,distrClass2,3,2,NA,furniture,1,1,0,Table,,1450000000000,Table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
181,4393-a,1450000000000,37,subSuperTrial,distr33,sunflower,target,2,4,flower,plant,blackStimulus,NA,1,1,NA,NA,lion,distrClass3,3,2,NA,animal,firetruck,distrClass3,4,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,1,1,0,Flower,,1450000000000,Flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
185,4393-a,1450000000000,41,subSuperTrial,distr33,picnicTable,target,4,4,table,furniture,motorcycle,distrClass3,3,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass3,2,2,NA,plant,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
186,4393-a,1450000000000,42,subSuperTrial,distr23,coffeeTable,target,2,4,table,furniture,blackStimulus,NA,5,5,NA,NA,bookcase,distrClass2,3,3,NA,furniture,bison,distrClass3,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
189,4393-a,1450000000000,45,subSuperTrial,distr23,minivan,target,2,2,car,vehicle,iguana,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass2,4,3,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,minivan,NA,NA,,NA,NA,
192,4393-a,1450000000000,48,subSuperTrial,distr33,husky,target,3,2,dog,animal,motorcycle,distrClass3,2,4,NA,vehicle,wardrobe,distrClass3,4,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
193,4393-a,1450000000000,49,subSuperTrial,distr23,tulip,target,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,grasses,distrClass2,3,2,NA,plant,firetruck,distrClass3,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
196,4393-a,1450000000000,52,subSuperTrial,distr23,parrot,target,2,3,bird,animal,cow,distrClass2,3,4,NA,animal,ambulance,distrClass3,4,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
198,4393-a,1450000000000,54,subSuperTrial,distr12,jellyBeans,target,3,4,candy,snack,blackStimulus,NA,1,1,NA,NA,popcorn,distrClass2,4,2,NA,snack,candyCorn,distrClass1,2,3,candy,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
199,4393-a,1450000000000,55,subSuperTrial,distr23,mnMs,target,3,4,candy,snack,pretzels,distrClass2,4,3,NA,snack,chick,distrClass3,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,m&ms,,1450000000000,m&ms,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
200,4393-a,1450000000000,56,subSuperTrial,distr12,sportsCar,target,4,4,car,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass2,3,2,NA,vehicle,sedan,distrClass1,2,3,car,vehicle,1,1,0,Silver car facing to the right,,1450000000000,Silver car facing to the right,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
202,4393-a,1450000000000,58,subSuperTrial,distr33,dalmatian,target,4,4,dog,animal,pretzels,distrClass3,3,3,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass3,2,2,NA,snack,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
204,4393-a,1450000000000,60,subSuperTrial,distr22,bedsideTable,target,4,3,table,furniture,wardrobe,distrClass2,2,4,NA,furniture,bookcase,distrClass2,3,2,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,2,2,0,2 drawer wooden thing___Like a dresser,,1449254992357___1449254996903,2 drawer wooden thing,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
205,4393-a,1450000000000,61,subSuperTrial,distr12,daisy,target,4,2,flower,plant,ivy,distrClass2,3,3,NA,plant,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,Sunflower,,1450000000000,Sunflower,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
206,4393-a,1450000000000,62,subSuperTrial,distr33,convertible,target,2,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,4,3,NA,clothing,popcorn,distrClass3,3,4,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,Car,,1450000000000,Car,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,convertible,NA,NA,,NA,NA,
208,4393-a,1450000000000,64,subSuperTrial,distr12,tShirt,target,4,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,campShirt,distrClass1,3,3,shirt,clothing,bathrobe,distrClass2,2,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,t-shirt,,1450000000000,t-shirt,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
211,4393-a,1450000000000,67,subSuperTrial,distr33,dressShirt,target,3,3,shirt,clothing,blackStimulus,NA,5,5,NA,NA,chips,distrClass3,4,2,NA,snack,blackStimulus,NA,1,1,NA,NA,elephant,distrClass3,2,4,NA,animal,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
214,4393-a,1450000000000,70,subSuperTrial,distr33,hawaiiShirt,target,3,2,shirt,clothing,firetruck,distrClass3,4,4,NA,vehicle,kitten,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
215,4393-a,1450000000000,71,subSuperTrial,distr22,pug,target,3,3,dog,animal,rhino,distrClass2,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bison,distrClass2,4,2,NA,animal,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
218,8258-f,1450000000000,2,subSuperTrial,distr22,hummingBird,target,4,2,bird,animal,bison,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass2,3,4,NA,animal,1,1,0,hummingbird,,1450000000000,hummingbird,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
220,8258-f,1450000000000,4,subSuperTrial,distr33,grizzlyBear,target,3,3,bear,animal,pottedPlant,distrClass3,2,2,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,ivy,distrClass3,4,4,NA,plant,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
222,8258-f,1450000000000,6,subSuperTrial,distr33,polarBear,target,4,3,bear,animal,blackStimulus,NA,1,1,NA,NA,chips,distrClass3,2,4,NA,snack,grasses,distrClass3,3,2,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
224,8258-f,1450000000000,8,subSuperTrial,distr33,sunflower,target,2,2,flower,plant,blackStimulus,NA,1,1,NA,NA,dress,distrClass3,4,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,3,4,NA,animal,1,1,0,flower,,1450000000000,flower,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
229,8258-f,1450000000000,13,subSuperTrial,distr22,coffeeTable,target,2,2,table,furniture,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,4,3,NA,furniture,bed,distrClass2,3,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
230,8258-f,1450000000000,14,subSuperTrial,distr23,blackBear,target,4,4,bear,animal,rabbit,distrClass2,3,2,NA,animal,train,distrClass3,2,3,NA,vehicle,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
232,8258-f,1450000000000,16,subSuperTrial,distr22,skittles,target,3,2,candy,snack,pretzels,distrClass2,4,4,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,2,3,NA,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
233,8258-f,1450000000000,17,subSuperTrial,distr23,husky,target,2,3,dog,animal,motorcycle,distrClass3,3,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,sheep,distrClass2,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,dog,,1450000000000,dog,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
235,8258-f,1450000000000,19,subSuperTrial,distr22,dressShirt,target,3,2,shirt,clothing,blackStimulus,NA,1,1,NA,NA,dress,distrClass2,4,4,NA,clothing,gloves,distrClass2,2,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
240,8258-f,1450000000000,24,subSuperTrial,distr12,pandaBear,target,3,4,bear,animal,koalaBear,distrClass1,4,3,bear,animal,elephant,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
241,8258-f,1450000000000,25,subSuperTrial,distr23,hawaiiShirt,target,2,2,shirt,clothing,blackStimulus,NA,5,5,NA,NA,bed,distrClass3,4,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,gloves,distrClass2,3,3,NA,clothing,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
242,8258-f,1450000000000,26,subSuperTrial,distr22,goldFish,target,3,2,fish,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass2,4,4,NA,animal,lion,distrClass2,2,3,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,goldFish,NA,NA,,NA,NA,
243,8258-f,1450000000000,27,subSuperTrial,distr12,catfish,target,4,2,fish,animal,blackStimulus,NA,5,5,NA,NA,lion,distrClass2,3,4,NA,animal,discusFish,distrClass1,2,3,fish,animal,blackStimulus,NA,1,1,NA,NA,3,2,1,not lion or colored fish,,,,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,,,,,NA,NA,
246,8258-f,1450000000000,30,subSuperTrial,distr33,mnMs,target,4,2,candy,snack,sheep,distrClass3,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,snake,distrClass3,2,3,NA,animal,1,1,0,candy,,1450000000000,candy,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
248,8258-f,1450000000000,32,subSuperTrial,distr12,daisy,target,3,2,flower,plant,lily,distrClass1,4,3,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,pottedPlant,distrClass2,2,4,NA,plant,1,1,0,yellow in center,,1450000000000,yellow in center,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
249,8258-f,1450000000000,33,subSuperTrial,distr12,rose,target,2,3,flower,plant,pottedPlant,distrClass2,3,4,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
250,8258-f,1450000000000,34,subSuperTrial,distr23,tulip,target,3,2,flower,plant,blackStimulus,NA,1,1,NA,NA,chips,distrClass3,2,4,NA,snack,grasses,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
251,8258-f,1450000000000,35,subSuperTrial,distr23,tShirt,target,2,4,shirt,clothing,dress,distrClass2,4,2,NA,clothing,lion,distrClass3,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,shirt,,1450000000000,shirt,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
253,8258-f,1450000000000,37,subSuperTrial,distr23,pigeon,target,2,2,bird,animal,pig,distrClass2,3,4,NA,animal,rosemary,distrClass3,4,3,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,bird,,1450000000000,bird,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
254,8258-f,1450000000000,38,subSuperTrial,distr23,picnicTable,target,3,4,table,furniture,blackStimulus,NA,5,5,NA,NA,crocodile,distrClass3,4,2,NA,animal,wardrobe,distrClass2,2,3,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,table,,1450000000000,table,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
256,8258-f,1450000000000,40,subSuperTrial,distr12,germanShepherd,target,3,3,dog,animal,cow,distrClass2,2,4,NA,animal,greyhound,distrClass1,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smallest,,1450000000000,smallest,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
257,8258-f,1450000000000,41,subSuperTrial,distr22,gummyBears,target,3,4,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,2,NA,snack,pretzels,distrClass2,2,3,NA,snack,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,gummyBears,NA,NA,,NA,NA,
