,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,alt3Name,alt3TargetStatus,alt3SpLocs,alt3LisLocs,alt3Basiclevel,alt3superdomain,alt4Name,alt4TargetStatus,alt4SpLocs,alt4LisLocs,alt4Basiclevel,alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
1035,8935-b,1450000000000,27,subSuperTrial,distr23,daisy,target,3,3,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,elephant,distrClass3,4,4,NA,animal,pottedPlant,distrClass2,2,2,NA,plant,1,1,0,White,,1450000000000,White,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
1036,8935-b,1450000000000,28,subSuperTrial,distr12,hawaiiShirt,target,3,4,shirt,clothing,blackStimulus,NA,1,1,NA,NA,socks,distrClass2,2,3,NA,clothing,blackStimulus,NA,5,5,NA,NA,campShirt,distrClass1,4,2,shirt,clothing,1,1,0,Flowers,,1450000000000,Flowers,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
1037,8935-b,1450000000000,29,subSuperTrial,distr23,sportsCar,target,3,3,car,vehicle,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass2,4,2,NA,vehicle,blackStimulus,NA,1,1,NA,NA,lamp,distrClass3,2,4,NA,furniture,1,1,0,Silver,,1450000000000,Silver,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
1038,8935-b,1450000000000,30,subSuperTrial,distr12,pug,target,2,4,dog,animal,lion,distrClass2,3,2,NA,animal,greyhound,distrClass1,4,3,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,Wrinkles,,1450000000000,Wrinkles,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
1039,8935-b,1450000000000,31,subSuperTrial,distr12,catfish,target,4,4,fish,animal,blackStimulus,NA,1,1,NA,NA,lobster,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,discusFish,distrClass1,2,3,fish,animal,1,1,0,Gray,,1450000000000,Gray,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
1040,8935-b,1450000000000,32,subSuperTrial,distr23,germanShepherd,target,4,3,dog,animal,lion,distrClass2,2,2,NA,animal,blackStimulus,NA,1,1,NA,NA,dress,distrClass3,3,4,NA,clothing,blackStimulus,NA,5,5,NA,NA,1,1,0,Domestic legs,,1450000000000,Domestic legs,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
1041,8935-b,1450000000000,33,subSuperTrial,distr33,bedsideTable,target,3,2,table,furniture,blackStimulus,NA,5,5,NA,NA,iguana,distrClass3,4,4,NA,animal,blackStimulus,NA,1,1,NA,NA,socks,distrClass3,2,3,NA,clothing,1,1,0,Wood,,1450000000000,Wood,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
1044,8935-b,1450000000000,36,subSuperTrial,distr33,eagle,target,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,2,2,NA,clothing,socks,distrClass3,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,1,1,0,Black and white,,1450000000000,Black and white,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,eagle,NA,NA,,NA,NA,
1046,8935-b,1450000000000,38,subSuperTrial,distr33,hummingBird,target,3,2,bird,animal,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,2,3,NA,plant,lamp,distrClass3,4,4,NA,furniture,blackStimulus,NA,5,5,NA,NA,1,1,0,Flutter,,1450000000000,Flutter,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
1048,8935-b,1450000000000,40,subSuperTrial,distr33,pandaBear,target,3,2,bear,animal,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,2,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,grasses,distrClass3,4,4,NA,plant,1,1,0,Black and white,,1450000000000,Black and white,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
1052,8935-b,1450000000000,44,subSuperTrial,distr23,tulip,target,3,4,flower,plant,lobster,distrClass3,4,3,NA,animal,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,2,2,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,Red and green,,1450000000000,Red and green,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1054,8935-b,1450000000000,46,subSuperTrial,distr33,grizzlyBear,target,4,4,bear,animal,wardrobe,distrClass3,3,2,NA,furniture,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cookies,distrClass3,2,3,NA,snack,1,1,0,Large alive,,1450000000000,Large alive,TRUE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
1057,8935-b,1450000000000,49,subSuperTrial,distr23,gloves,distrClass3,3,3,NA,clothing,dalmatian,target,4,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,elephant,distrClass2,2,4,NA,animal,1,1,0,Spots,,1450000000000,Spots,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,gloves,NA,NA,,NA,NA,
1058,7111-e,1450000000000,1,subSuperTrial,distr12,picnicTable,target,3,3,table,furniture,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,2,4,NA,furniture,sideTable,distrClass1,4,2,table,furniture,1,1,0,wood outside,,1450000000000,wood outside,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
1059,7111-e,1450000000000,2,subSuperTrial,distr12,polarBear,target,2,3,bear,animal,blackStimulus,NA,1,1,NA,NA,koalaBear,distrClass1,3,2,bear,animal,blackStimulus,NA,5,5,NA,NA,snake,distrClass2,4,4,NA,animal,1,1,0,white coca cola,,1450000000000,white coca cola,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
1061,7111-e,1450000000000,4,subSuperTrial,distr23,tShirt,target,3,4,shirt,clothing,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass3,2,3,NA,snack,blackStimulus,NA,1,1,NA,NA,bathrobe,distrClass2,4,2,NA,clothing,1,1,0,blue big,,1450000000000,blue big,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
1062,7111-e,1450000000000,5,subSuperTrial,distr12,goldFish,target,4,2,fish,animal,blackStimulus,NA,1,1,NA,NA,horse,distrClass2,2,3,NA,animal,discusFish,distrClass1,3,4,fish,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,orange swimy,,1450000000000,orange swimy,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,goldFish,NA,NA,,NA,NA,
1063,7111-e,1450000000000,6,subSuperTrial,distr22,eagle,target,2,4,bird,animal,rhino,distrClass2,4,2,NA,animal,sheep,distrClass2,3,3,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,FREEDOM FLY,,1450000000000,FREEDOM FLY,FALSE,FALSE,FALSE,TRUE,NA,NA,TRUE,NA,NA,NA,eagle,NA,NA,,NA,NA,
1064,7111-e,1450000000000,7,subSuperTrial,distr33,minivan,target,2,4,car,vehicle,dress,distrClass3,3,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,grasses,distrClass3,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,white transport,,1450000000000,white transport,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,minivan,NA,NA,,NA,NA,
1066,7111-e,1450000000000,9,subSuperTrial,distr12,grizzlyBear,target,2,3,bear,animal,koalaBear,distrClass1,4,2,bear,animal,sheep,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,brown meanie,,1450000000000,brown meanie,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,grizzlyBear,NA,NA,,NA,NA,
1068,7111-e,1450000000000,11,subSuperTrial,distr23,diningTable,target,2,2,table,furniture,bookcase,distrClass2,3,4,NA,furniture,pretzels,distrClass3,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,drink holder,,1450000000000,drink holder,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,diningTable,NA,NA,,NA,NA,
1070,7111-e,1450000000000,13,subSuperTrial,distr23,clownFish,target,4,2,fish,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,2,3,NA,plant,pig,distrClass2,3,4,NA,animal,1,1,0,clown orang,,1450000000000,clown orang,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,clownFish,NA,NA,,NA,NA,
1077,7111-e,1450000000000,20,subSuperTrial,distr12,mnMs,target,2,2,candy,snack,cookies,distrClass2,3,3,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,candyCorn,distrClass1,4,4,candy,snack,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,mnMs,NA,NA,,NA,NA,
1079,7111-e,1450000000000,22,subSuperTrial,distr22,pug,target,2,4,dog,animal,sheep,distrClass2,3,3,NA,animal,pig,distrClass2,4,2,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,smoosh face ,,1450000000000,smoosh face ,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
1080,7111-e,1450000000000,23,subSuperTrial,distr33,suv,target,4,4,car,vehicle,cow,distrClass3,3,2,NA,animal,rosemary,distrClass3,2,3,NA,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,drivabe,,1450000000000,drivabe,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,suv,NA,NA,,NA,NA,
1081,7111-e,1450000000000,24,subSuperTrial,distr23,pandaBear,target,4,3,bear,animal,bison,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,3,2,NA,plant,1,1,0,bamboo eater,,1450000000000,bamboo eater,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,pandaBear,NA,NA,,NA,NA,
1086,7111-e,1450000000000,29,subSuperTrial,distr22,poloShirt,target,2,4,shirt,clothing,socks,distrClass2,3,2,NA,clothing,dress,distrClass2,4,3,NA,clothing,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,poloShirt,NA,NA,,NA,NA,
1088,7111-e,1450000000000,31,subSuperTrial,distr12,sportsCar,target,2,3,car,vehicle,blackStimulus,NA,1,1,NA,NA,motorcycle,distrClass2,3,4,NA,vehicle,sedan,distrClass1,4,2,car,vehicle,blackStimulus,NA,5,5,NA,NA,1,1,0,silver,,1450000000000,silver,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,sportsCar,NA,NA,,NA,NA,
1089,7111-e,1450000000000,32,subSuperTrial,distr23,rose,target,4,4,flower,plant,socks,distrClass3,2,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass2,3,3,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
1090,7111-e,1450000000000,33,subSuperTrial,distr23,gummyBears,target,2,4,candy,snack,ambulance,distrClass3,3,2,NA,vehicle,pretzels,distrClass2,4,3,NA,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,gummyBears,NA,NA,,NA,NA,
1091,7111-e,1450000000000,34,subSuperTrial,distr33,hawaiiShirt,target,2,3,shirt,clothing,blackStimulus,NA,1,1,NA,NA,chick,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,lobster,distrClass3,3,4,NA,animal,1,1,0,hawaii,,1450000000000,hawaii,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
1093,7111-e,1450000000000,36,subSuperTrial,distr23,sunflower,target,3,2,flower,plant,sheep,distrClass3,4,4,NA,animal,rosemary,distrClass2,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,yellow,,1450000000000,yellow,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
1096,7111-e,1450000000000,39,subSuperTrial,distr33,swordFish,target,2,2,fish,animal,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass3,3,3,NA,vehicle,train,distrClass3,4,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,1,1,0,sword,,1450000000000,sword,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,swordFish,NA,NA,,NA,NA,
1097,7111-e,1450000000000,40,subSuperTrial,distr12,tulip,target,4,3,flower,plant,blackStimulus,NA,1,1,NA,NA,rosemary,distrClass2,3,4,NA,plant,lily,distrClass1,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,1,1,0,red,,1450000000000,red,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1098,7111-e,1450000000000,41,subSuperTrial,distr22,husky,target,2,2,dog,animal,blackStimulus,NA,5,5,NA,NA,chick,distrClass2,4,3,NA,animal,pig,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,1,1,0,grey,,1450000000000,grey,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,husky,NA,NA,,NA,NA,
1101,7111-e,1450000000000,44,subSuperTrial,distr22,convertible,target,2,2,car,vehicle,motorcycle,distrClass2,3,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,firetruck,distrClass2,4,4,NA,vehicle,1,1,0,silver vroom,,1450000000000,silver vroom,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,convertible,NA,NA,,NA,NA,
1103,7111-e,1450000000000,46,subSuperTrial,distr33,dalmatian,target,3,2,dog,animal,blackStimulus,NA,5,5,NA,NA,lamp,distrClass3,4,3,NA,furniture,chips,distrClass3,2,4,NA,snack,blackStimulus,NA,1,1,NA,NA,2,2,0,sports___spots,,1449257609720___1449257613156,sports,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,dalmatian,NA,NA,,NA,NA,
1108,7111-e,1450000000000,51,subSuperTrial,distr22,germanShepherd,target,2,2,dog,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bison,distrClass2,3,4,NA,animal,squirrel,distrClass2,4,3,NA,animal,1,1,0,bark,,1450000000000,bark,FALSE,FALSE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,germanShepherd,NA,NA,,NA,NA,
1109,7111-e,1450000000000,52,subSuperTrial,distr33,blackBear,target,2,2,bear,animal,blackStimulus,NA,5,5,NA,NA,dress,distrClass3,3,4,NA,clothing,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass3,4,3,NA,snack,1,1,0,4 leg black,,1450000000000,4 leg black,FALSE,TRUE,FALSE,NA,NA,NA,TRUE,NA,NA,NA,blackBear,NA,NA,,NA,NA,
1110,7111-e,1450000000000,53,subSuperTrial,distr12,daisy,target,3,2,flower,plant,grasses,distrClass2,4,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lily,distrClass1,2,4,flower,plant,1,1,0,white yellow,,1450000000000,white yellow,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
1111,7111-e,1450000000000,54,subSuperTrial,distr22,skittles,target,2,4,candy,snack,pretzels,distrClass2,4,3,NA,snack,chips,distrClass2,3,2,NA,snack,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,skittles,NA,NA,,NA,NA,
1113,7111-e,1450000000000,56,subSuperTrial,distr22,jellyBeans,target,2,4,candy,snack,blackStimulus,NA,5,5,NA,NA,popcorn,distrClass2,4,3,NA,snack,chips,distrClass2,3,2,NA,snack,blackStimulus,NA,1,1,NA,NA,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
1114,7111-e,1450000000000,57,subSuperTrial,distr33,pigeon,target,4,2,bird,animal,blackStimulus,NA,5,5,NA,NA,train,distrClass3,2,4,NA,vehicle,blackStimulus,NA,1,1,NA,NA,ivy,distrClass3,3,3,NA,plant,1,1,0,BORD,,1450000000000,BORD,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,pigeon,NA,NA,,NA,NA,
1116,7111-e,1450000000000,59,subSuperTrial,distr33,dressShirt,target,4,3,shirt,clothing,pig,distrClass3,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,lobster,distrClass3,3,4,NA,animal,1,1,0,Blue cloth,,1450000000000,Blue cloth,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,dressShirt,NA,NA,,NA,NA,
1119,7111-e,1450000000000,62,subSuperTrial,distr23,catfish,target,4,4,fish,animal,pretzels,distrClass3,2,3,NA,snack,blackStimulus,NA,1,1,NA,NA,lobster,distrClass2,3,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,fish,,1450000000000,fish,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,catfish,NA,NA,,NA,NA,
1121,7111-e,1450000000000,64,subSuperTrial,distr33,hummingBird,target,2,3,bird,animal,blackStimulus,NA,5,5,NA,NA,socks,distrClass3,4,2,NA,clothing,bookcase,distrClass3,3,4,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,flutter,,1450000000000,flutter,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,hummingBird,NA,NA,,NA,NA,
1122,7111-e,1450000000000,65,subSuperTrial,distr22,bedsideTable,target,4,4,table,furniture,lamp,distrClass2,2,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,bed,distrClass2,3,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,wood drawer,,1450000000000,wood drawer,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,bedsideTable,NA,NA,,NA,NA,
1123,7111-e,1450000000000,66,subSuperTrial,distr12,parrot,target,2,3,bird,animal,sparrow,distrClass1,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,squirrel,distrClass2,4,2,NA,animal,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
1129,7111-e,1450000000000,72,subSuperTrial,distr23,coffeeTable,target,3,3,table,furniture,wardrobe,distrClass2,2,2,NA,furniture,sheep,distrClass3,4,4,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,Wood sit,,1450000000000,Wood sit,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,coffeeTable,NA,NA,,NA,NA,
1130,5239-5,1450000000000,1,subSuperTrial,distr22,daisy,target,2,4,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,ivy,distrClass2,4,2,NA,plant,grasses,distrClass2,3,3,NA,plant,3,2,1,hi___first one is flower,hello,1449257918150___1449257922061___1449257926628,hi,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,daisy,NA,NA,,NA,NA,
1132,5239-5,1450000000000,3,subSuperTrial,distr33,blackBear,target,3,4,bear,animal,pottedPlant,distrClass3,2,3,NA,plant,blackStimulus,NA,5,5,NA,NA,bed,distrClass3,4,2,NA,furniture,blackStimulus,NA,1,1,NA,NA,1,1,0,bear,,1450000000000,bear,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,blackBear,NA,NA,,NA,NA,
1133,5239-5,1450000000000,4,subSuperTrial,distr12,tulip,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,lily,distrClass1,4,2,flower,plant,grasses,distrClass2,2,4,NA,plant,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,tulip,NA,NA,,NA,NA,
1136,5239-5,1450000000000,7,subSuperTrial,distr22,jellyBeans,target,4,2,candy,snack,blackStimulus,NA,1,1,NA,NA,pretzels,distrClass2,3,4,NA,snack,popcorn,distrClass2,2,3,NA,snack,blackStimulus,NA,5,5,NA,NA,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,jellyBeans,NA,NA,,NA,NA,
1138,5239-5,1450000000000,9,subSuperTrial,distr33,tShirt,target,2,2,shirt,clothing,blackStimulus,NA,1,1,NA,NA,pig,distrClass3,3,4,NA,animal,cow,distrClass3,4,3,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,blue,,1450000000000,blue,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,tShirt,NA,NA,,NA,NA,
1139,5239-5,1450000000000,10,subSuperTrial,distr23,picnicTable,target,4,4,table,furniture,blackStimulus,NA,5,5,NA,NA,cookies,distrClass3,2,2,NA,snack,blackStimulus,NA,1,1,NA,NA,bookcase,distrClass2,3,3,NA,furniture,1,1,0,picnic table,,1450000000000,picnic table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,picnicTable,NA,NA,,NA,NA,
1143,5239-5,1450000000000,14,subSuperTrial,distr12,swordFish,target,3,3,fish,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,cow,distrClass2,2,2,NA,animal,discusFish,distrClass1,4,4,fish,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,swordFish,NA,NA,,NA,NA,
1150,5239-5,1450000000000,21,subSuperTrial,distr33,rose,target,2,4,flower,plant,dress,distrClass3,4,2,NA,clothing,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,chick,distrClass3,3,3,NA,animal,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,rose,NA,NA,,NA,NA,
1151,5239-5,1450000000000,22,subSuperTrial,distr33,hawaiiShirt,target,3,4,shirt,clothing,blackStimulus,NA,1,1,NA,NA,bison,distrClass3,2,3,NA,animal,blackStimulus,NA,5,5,NA,NA,sheep,distrClass3,4,2,NA,animal,1,1,0,blue shirt,,1450000000000,blue shirt,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,hawaiiShirt,NA,NA,,NA,NA,
1152,5239-5,1450000000000,23,subSuperTrial,distr12,parrot,target,3,4,bird,animal,blackStimulus,NA,5,5,NA,NA,sparrow,distrClass1,2,2,bird,animal,blackStimulus,NA,1,1,NA,NA,squirrel,distrClass2,4,3,NA,animal,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,parrot,NA,NA,,NA,NA,
1153,5239-5,1450000000000,24,subSuperTrial,distr23,polarBear,target,4,4,bear,animal,chick,distrClass2,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,grasses,distrClass3,3,3,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,polo bear,,1450000000000,polo bear,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,polarBear,NA,NA,,NA,NA,
1155,5239-5,1450000000000,26,subSuperTrial,distr22,gummyBears,target,4,2,candy,snack,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,chips,distrClass2,2,4,NA,snack,cookies,distrClass2,3,3,NA,snack,1,1,0,gummies,,1450000000000,gummies,FALSE,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,gummyBears,NA,NA,,NA,NA,
1157,5239-5,1450000000000,28,subSuperTrial,distr12,coffeeTable,target,2,2,table,furniture,blackStimulus,NA,1,1,NA,NA,wardrobe,distrClass2,3,3,NA,furniture,blackStimulus,NA,5,5,NA,NA,sideTable,distrClass1,4,4,table,furniture,5,4,1,coffee table___small one___short and stout___yes,the table with a shelf underneath?,1449258207744___1449258210968___1449258229073___1449258229217___1449258232575,coffee table,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,coffeeTable,NA,NA,,NA,NA,
1159,5239-5,1450000000000,30,subSuperTrial,distr22,sunflower,target,4,3,flower,plant,blackStimulus,NA,5,5,NA,NA,ivy,distrClass2,2,2,NA,plant,pottedPlant,distrClass2,3,4,NA,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,sunflower,NA,NA,,NA,NA,
1165,5239-5,1450000000000,36,subSuperTrial,distr12,convertible,target,3,2,car,vehicle,sedan,distrClass1,2,4,car,vehicle,firetruck,distrClass2,4,3,NA,vehicle,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,silver one,,1450000000000,silver one,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,TRUE,NA,convertible,NA,NA,,NA,NA,
1166,5239-5,1450000000000,37,subSuperTrial,distr12,pug,target,3,4,dog,animal,greyhound,distrClass1,4,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rabbit,distrClass2,2,3,NA,animal,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,pug,NA,NA,,NA,NA,
