"","gameid","time","roundNum","trialType","condition","nameClickedObj","targetStatusClickedObj","spLocsClickedObj","lisLocsClickedObj","basiclevelClickedObj","superdomainClickedObj","alt1Name","alt1TargetStatus","alt1SpLocs","alt1LisLocs","alt1Basiclevel","alt1superdomain","alt2Name","alt2TargetStatus","alt2SpLocs","alt2LisLocs","alt2Basiclevel","alt2superdomain","alt3Name","alt3TargetStatus","alt3SpLocs","alt3LisLocs","alt3Basiclevel","alt3superdomain","alt4Name","alt4TargetStatus","alt4SpLocs","alt4LisLocs","alt4Basiclevel","alt4superdomain","numMessages","numSMessages","numLMessages","speakerMessages","listenerMessages","messageTimeStamps","refExp","sizeMentioned","colorMentioned","typeMentioned","otherFeatureMentioned","basiclevelMentioned","superClassMentioned","superclassattributeMentioned","utteranceContracted","oneMentioned","theMentioned","clickedType","clickedSize","clickedColor","colorPreNominal","sizePreNominal","X","notes"
"525","8430-f",1.45e+12,21,"subSuperTrial","distr23","germanShepherd","target",3,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass3",2,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass2",4,4,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"526","8430-f",1.45e+12,22,"subSuperTrial","distr22","tShirt","target",3,4,"shirt","clothing","bathrobe","distrClass2",2,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"dress","distrClass2",4,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"blue shirt","","1.45E+12","blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"527","8430-f",1.45e+12,23,"subSuperTrial","distr22","suv","target",3,4,"car","vehicle","ambulance","distrClass2",2,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"firetruck","distrClass2",4,3,NA,"vehicle",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"528","8430-f",1.45e+12,24,"subSuperTrial","distr23","sportsCar","target",4,2,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass3",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"motorcycle","distrClass2",2,3,NA,"vehicle",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sportsCar",NA,NA,"",NA,NA,""
"532","8430-f",1.45e+12,28,"subSuperTrial","distr12","polarBear","target",4,3,"bear","animal","koalaBear","distrClass1",2,4,"bear","animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",3,2,NA,"animal",4,3,1,"bear___polar___lol","lol","1449255236402___1449255238617___1449255242586___1449255244156","bear",FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,"polarBear",NA,NA,"",NA,NA,""
"535","8430-f",1.45e+12,31,"subSuperTrial","distr22","goldFish","target",4,3,"fish","animal","lobster","distrClass2",3,2,NA,"animal","iguana","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"goldFish",NA,NA,"",NA,NA,""
"544","8430-f",1.45e+12,40,"subSuperTrial","distr23","clownFish","target",2,3,"fish","animal","socks","distrClass3",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",3,4,NA,"animal",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"550","8430-f",1.45e+12,46,"subSuperTrial","distr33","blackBear","target",3,2,"bear","animal","blackStimulus",NA,5,5,NA,NA,"firetruck","distrClass3",4,3,NA,"vehicle","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",2,4,NA,"plant",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"553","8430-f",1.45e+12,49,"subSuperTrial","distr23","sunflower","target",2,2,"flower","plant","blackStimulus",NA,1,1,NA,NA,"dress","distrClass3",3,3,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass2",4,4,NA,"plant",1,1,0,"flower","","1.45E+12","flower",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sunflower",NA,NA,"",NA,NA,""
"556","8430-f",1.45e+12,52,"subSuperTrial","distr23","hawaiiShirt","target",2,2,"shirt","clothing","blackStimulus",NA,5,5,NA,NA,"rhino","distrClass3",4,3,NA,"animal","dress","distrClass2",3,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"560","8430-f",1.45e+12,56,"subSuperTrial","distr33","poloShirt","target",2,2,"shirt","clothing","firetruck","distrClass3",3,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pig","distrClass3",4,4,NA,"animal",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"566","8430-f",1.45e+12,62,"subSuperTrial","distr33","catfish","target",4,3,"fish","animal","popcorn","distrClass3",3,4,NA,"snack","wardrobe","distrClass3",2,2,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"570","8430-f",1.45e+12,66,"subSuperTrial","distr22","pigeon","target",3,2,"bird","animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",2,3,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pigeon",NA,NA,"",NA,NA,""
"572","8430-f",1.45e+12,68,"subSuperTrial","distr12","pug","target",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"lion","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"greyhound","distrClass1",3,2,"dog","animal",2,2,0,"dog___pug","","1449255440333___1449255442000","dog",FALSE,FALSE,TRUE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"574","8430-f",1.45e+12,70,"subSuperTrial","distr33","husky","target",2,3,"dog","animal","ivy","distrClass3",4,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",3,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"575","8430-f",1.45e+12,71,"subSuperTrial","distr22","parrot","target",2,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",3,3,NA,"animal","snake","distrClass2",4,2,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"591","4517-f",1.45e+12,15,"subSuperTrial","distr33","pigeon","target",3,4,"bird","animal","grasses","distrClass3",2,2,NA,"plant","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rosemary","distrClass3",4,3,NA,"plant",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pigeon",NA,NA,"",NA,NA,""
"592","4517-f",1.45e+12,16,"subSuperTrial","distr33","suv","target",2,4,"car","vehicle","elephant","distrClass3",4,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lobster","distrClass3",3,3,NA,"animal",1,1,0,"white car","","1.45E+12","white car",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"595","4517-f",1.45e+12,19,"subSuperTrial","distr23","germanShepherd","target",4,4,"dog","animal","blackStimulus",NA,5,5,NA,NA,"pig","distrClass2",3,2,NA,"animal","bed","distrClass3",2,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"601","4517-f",1.45e+12,25,"subSuperTrial","distr33","parrot","target",2,2,"bird","animal","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",4,3,NA,"plant","pottedPlant","distrClass3",3,4,NA,"plant","blackStimulus",NA,5,5,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"603","4517-f",1.45e+12,27,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","blackStimulus",NA,1,1,NA,NA,"bookcase","distrClass3",3,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,2,NA,"animal",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"605","4517-f",1.45e+12,29,"subSuperTrial","distr23","pandaBear","target",2,4,"bear","animal","gloves","distrClass3",3,3,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",4,2,NA,"animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pandaBear",NA,NA,"",NA,NA,""
"607","4517-f",1.45e+12,31,"subSuperTrial","distr22","grizzlyBear","target",4,2,"bear","animal","iguana","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"snake","distrClass2",2,3,NA,"animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"609","4517-f",1.45e+12,33,"subSuperTrial","distr22","pug","target",4,3,"dog","animal","blackStimulus",NA,1,1,NA,NA,"iguana","distrClass2",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"sheep","distrClass2",2,2,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pug",NA,NA,"",NA,NA,""
"619","4517-f",1.45e+12,43,"subSuperTrial","distr23","dressShirt","target",2,2,"shirt","clothing","bathrobe","distrClass2",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pig","distrClass3",3,3,NA,"animal",1,1,0,"tshirt","","1.45E+12","tshirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dressShirt",NA,NA,"",NA,NA,""
"620","4517-f",1.45e+12,44,"subSuperTrial","distr22","dalmatian","target",3,2,"dog","animal","rabbit","distrClass2",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog ","","1.45E+12","dog ",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
"627","4517-f",1.45e+12,51,"subSuperTrial","distr22","catfish","target",4,4,"fish","animal","cow","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"lobster","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"catfish",NA,NA,"",NA,NA,""
"628","4517-f",1.45e+12,52,"subSuperTrial","distr33","husky","target",3,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"socks","distrClass3",4,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"cookies","distrClass3",2,3,NA,"snack",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"634","4517-f",1.45e+12,58,"subSuperTrial","distr22","clownFish","target",4,4,"fish","animal","iguana","distrClass2",3,2,NA,"animal","squirrel","distrClass2",2,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"641","4517-f",1.45e+12,65,"subSuperTrial","distr23","diningTable","target",3,2,"table","furniture","wardrobe","distrClass2",2,3,NA,"furniture","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"cow","distrClass3",4,4,NA,"animal",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"645","4517-f",1.45e+12,69,"subSuperTrial","distr12","sportsCar","target",4,2,"car","vehicle","sedan","distrClass1",3,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"ambulance","distrClass2",2,3,NA,"vehicle",1,1,0,"white car","","1.45E+12","white car",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"sportsCar",NA,NA,"",NA,NA,""
"646","4517-f",1.45e+12,70,"subSuperTrial","distr33","coffeeTable","target",4,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"bison","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"train","distrClass3",2,4,NA,"vehicle",1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"649","1223-7",1.45e+12,1,"subSuperTrial","distr22","mnMs","target",3,2,"candy","snack","blackStimulus",NA,5,5,NA,NA,"popcorn","distrClass2",4,3,NA,"snack","blackStimulus",NA,1,1,NA,NA,"pretzels","distrClass2",2,4,NA,"snack",1,1,0,"The small round candies","","1.45E+12","The small round candies",FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,NA,TRUE,"mnMs",NA,NA,"",NA,NA,""
"658","1223-7",1.45e+12,10,"subSuperTrial","distr33","hawaiiShirt","target",2,2,"shirt","clothing","pig","distrClass3",4,3,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"horse","distrClass3",3,4,NA,"animal",1,1,0,"The blue shirt","","1.45E+12","The blue shirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,"hawaiiShirt",NA,NA,"",NA,NA,""
"661","1223-7",1.45e+12,13,"subSuperTrial","distr23","sportsCar","target",3,2,"car","vehicle","cookies","distrClass3",4,4,NA,"snack","firetruck","distrClass2",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"the silver car","","1.45E+12","the silver car",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,TRUE,"sportsCar",NA,NA,"",NA,NA,""
"675","1223-7",1.45e+12,27,"subSuperTrial","distr33","diningTable","target",2,2,"table","furniture","lobster","distrClass3",3,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"crocodile","distrClass3",4,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"685","1223-7",1.45e+12,37,"subSuperTrial","distr22","grizzlyBear","target",3,3,"bear","animal","blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"elephant","distrClass2",4,4,NA,"animal",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"692","1223-7",1.45e+12,44,"subSuperTrial","distr23","tShirt","target",3,2,"shirt","clothing","rhino","distrClass3",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"bathrobe","distrClass2",2,4,NA,"clothing",1,1,0,"blue tshirt","","1.45E+12","blue tshirt",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"693","1223-7",1.45e+12,45,"subSuperTrial","distr33","suv","target",4,3,"car","vehicle","sheep","distrClass3",3,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"ivy","distrClass3",2,2,NA,"plant",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"697","1223-7",1.45e+12,49,"subSuperTrial","distr23","husky","target",2,2,"dog","animal","cookies","distrClass3",4,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,"iguana","distrClass2",3,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"husky",NA,NA,"",NA,NA,""
"702","1223-7",1.45e+12,54,"subSuperTrial","distr33","convertible","target",4,3,"car","vehicle","chick","distrClass3",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",3,2,NA,"plant",1,1,0,"silver car","","1.45E+12","silver car",FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"convertible",NA,NA,"",NA,NA,""
"706","1223-7",1.45e+12,58,"subSuperTrial","distr33","blackBear","target",4,4,"bear","animal","blackStimulus",NA,1,1,NA,NA,"ambulance","distrClass3",3,2,NA,"vehicle","chips","distrClass3",2,3,NA,"snack","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"blackBear",NA,NA,"",NA,NA,""
"731","5512-7",1.45e+12,11,"subSuperTrial","distr22","clownFish","target",4,4,"fish","animal","bison","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"rabbit","distrClass2",3,3,NA,"animal",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"clownFish",NA,NA,"",NA,NA,""
"732","5512-7",1.45e+12,12,"subSuperTrial","distr22","diningTable","target",2,4,"table","furniture","bookcase","distrClass2",3,3,NA,"furniture","wardrobe","distrClass2",4,2,NA,"furniture","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"diningTable",NA,NA,"",NA,NA,""
"736","5512-7",1.45e+12,16,"subSuperTrial","distr23","dalmatian","target",4,2,"dog","animal","blackStimulus",NA,5,5,NA,NA,"ivy","distrClass3",2,4,NA,"plant","blackStimulus",NA,1,1,NA,NA,"cow","distrClass2",3,3,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"dalmatian",NA,NA,"",NA,NA,""
"738","5512-7",1.45e+12,18,"subSuperTrial","distr33","goldFish","target",4,2,"fish","animal","ambulance","distrClass3",2,3,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"lamp","distrClass3",3,4,NA,"furniture",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"goldFish",NA,NA,"",NA,NA,""
"747","5512-7",1.45e+12,27,"subSuperTrial","distr23","tShirt","target",2,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"train","distrClass3",3,3,NA,"vehicle","dress","distrClass2",4,2,NA,"clothing",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"tShirt",NA,NA,"",NA,NA,""
"750","5512-7",1.45e+12,30,"subSuperTrial","distr23","parrot","target",3,3,"bird","animal","blackStimulus",NA,1,1,NA,NA,"lobster","distrClass2",2,4,NA,"animal","blackStimulus",NA,5,5,NA,NA,"rosemary","distrClass3",4,2,NA,"plant",1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"parrot",NA,NA,"",NA,NA,""
"751","5512-7",1.45e+12,31,"subSuperTrial","distr33","grizzlyBear","target",2,4,"bear","animal","train","distrClass3",3,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,"bookcase","distrClass3",4,3,NA,"furniture","blackStimulus",NA,1,1,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"grizzlyBear",NA,NA,"",NA,NA,""
"757","5512-7",1.45e+12,37,"subSuperTrial","distr23","jellyBeans","target",2,3,"candy","snack","lobster","distrClass3",4,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"pretzels","distrClass2",3,4,NA,"snack","blackStimulus",NA,1,1,NA,NA,1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"jellyBeans",NA,NA,"",NA,NA,""
"759","5512-7",1.45e+12,39,"subSuperTrial","distr22","hawaiiShirt","target",2,4,"shirt","clothing","bathrobe","distrClass2",4,3,NA,"clothing","dress","distrClass2",3,2,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hawaiiShirt",NA,NA,"",NA,NA,""
"761","5512-7",1.45e+12,41,"subSuperTrial","distr22","germanShepherd","target",4,3,"dog","animal","horse","distrClass2",3,2,NA,"animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass2",2,4,NA,"animal",1,1,0,"dog","","1.45E+12","dog",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"germanShepherd",NA,NA,"",NA,NA,""
"764","5512-7",1.45e+12,44,"subSuperTrial","distr23","coffeeTable","target",2,2,"table","furniture","blackStimulus",NA,5,5,NA,NA,"wardrobe","distrClass2",3,4,NA,"furniture","bison","distrClass3",4,3,NA,"animal","blackStimulus",NA,1,1,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"coffeeTable",NA,NA,"",NA,NA,""
"766","5512-7",1.45e+12,46,"subSuperTrial","distr33","skittles","target",4,3,"candy","snack","rosemary","distrClass3",3,2,NA,"plant","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"rhino","distrClass3",2,4,NA,"animal",1,1,0,"candy","","1.45E+12","candy",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"skittles",NA,NA,"",NA,NA,""
"769","5512-7",1.45e+12,49,"subSuperTrial","distr33","suv","target",2,4,"car","vehicle","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass3",3,2,NA,"furniture","chips","distrClass3",4,3,NA,"snack",1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"suv",NA,NA,"",NA,NA,""
"770","5512-7",1.45e+12,50,"subSuperTrial","distr22","poloShirt","target",3,4,"shirt","clothing","blackStimulus",NA,1,1,NA,NA,"bathrobe","distrClass2",4,2,NA,"clothing","blackStimulus",NA,5,5,NA,NA,"gloves","distrClass2",2,3,NA,"clothing",1,1,0,"shirt","","1.45E+12","shirt",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"poloShirt",NA,NA,"",NA,NA,""
"773","5512-7",1.45e+12,53,"subSuperTrial","distr33","polarBear","target",4,3,"bear","animal","bathrobe","distrClass3",2,4,NA,"clothing","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"pottedPlant","distrClass3",3,2,NA,"plant",1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"polarBear",NA,NA,"",NA,NA,""
"775","5512-7",1.45e+12,55,"subSuperTrial","distr23","hummingBird","target",4,4,"bird","animal","chips","distrClass3",2,3,NA,"snack","lion","distrClass2",3,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,"blackStimulus",NA,1,1,NA,NA,1,1,0,"bird","","1.45E+12","bird",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"hummingBird",NA,NA,"",NA,NA,""
"776","5512-7",1.45e+12,56,"subSuperTrial","distr22","bedsideTable","target",4,3,"table","furniture","blackStimulus",NA,1,1,NA,NA,"wardrobe","distrClass2",2,2,NA,"furniture","bed","distrClass2",3,4,NA,"furniture","blackStimulus",NA,5,5,NA,NA,1,1,0,"table","","1.45E+12","table",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"bedsideTable",NA,NA,"",NA,NA,""
"778","5512-7",1.45e+12,58,"subSuperTrial","distr23","convertible","target",2,4,"car","vehicle","blackStimulus",NA,1,1,NA,NA,"pottedPlant","distrClass3",3,3,NA,"plant","train","distrClass2",4,2,NA,"vehicle","blackStimulus",NA,5,5,NA,NA,1,1,0,"car","","1.45E+12","car",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"convertible",NA,NA,"",NA,NA,""
"784","5512-7",1.45e+12,64,"subSuperTrial","distr22","pandaBear","target",3,3,"bear","animal","kitten","distrClass2",4,4,NA,"animal","blackStimulus",NA,1,1,NA,NA,"pig","distrClass2",2,2,NA,"animal","blackStimulus",NA,5,5,NA,NA,1,1,0,"bear","","1.45E+12","bear",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"pandaBear",NA,NA,"",NA,NA,""
"785","5512-7",1.45e+12,65,"subSuperTrial","distr23","swordFish","target",3,2,"fish","animal","blackStimulus",NA,1,1,NA,NA,"blackStimulus",NA,5,5,NA,NA,"kitten","distrClass2",2,3,NA,"animal","socks","distrClass3",4,4,NA,"clothing",1,1,0,"fish","","1.45E+12","fish",FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,"swordFish",NA,NA,"",NA,NA,""
