gameid, time, roundNum, trialType, condition, nameClickedObj, targetStatusClickedObj, spLocsClickedObj, lisLocsClickedObj, domainClickedObj, superdomainClickedObj, alt1Name, alt1TargetStatus, alt1SpLocs, alt1LisLocs, alt1Domain, alt1superdomain, alt2Name, alt2TargetStatus, alt2SpLocs, alt2LisLocs, alt2Domain, alt2superdomain, alt3Name, alt3TargetStatus, alt3SpLocs, alt3LisLocs, alt3Domain, alt3superdomain, alt4Name, alt4TargetStatus, alt4SpLocs, alt4LisLocs, alt4Domain, alt4superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,TypeMentioned,otherFeatureMentioned,superClassMentioned,superSuperClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,TRUEheMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,,notes
2291-3,1.4489E+12,12,subSuperTrial,distr33,carrot,target,3,2,vegetable,food,football,distrClass3,4,4,NA,object,blackStimulus,NA,5,5,NA,NA,walkietalkie,distrClass3,2,3,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,carrpt,,1.4489E+12,carrpt,FALSE,FALSE,TRUE,,,,,,,,carrot,NA,NA,,,,
2291-3,1.4489E+12,13,colorSizeTrial,sizeOnly4Distr3Same,big_purple_billiardball,target,3,2,NA,NA,small_purple_billiardball,distractor,4,3,NA,NA,small_orange_billiardball,distractor,5,1,NA,NA,small_purple_billiardball,distractor,2,4,NA,NA,small_purple_billiardball,distractor,1,5,NA,NA,1,1,0,biggest,,1.4489E+12,biggest,TRUE,FALSE,FALSE,,,,,,,,big_purple_billiardball,NA,NA,,,,
2291-3,1.4489E+12,14,colorSizeTrial,sizeOnly2Distr2Same,big_orange_cushion,target,3,2,NA,NA,small_orange_cushion,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_orange_cushion,distractor,2,3,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_orange_cushion,NA,NA,,,,
2291-3,1.4489E+12,15,colorSizeTrial,colorOnly4Distr1Same,big_green_binder,target,3,4,NA,NA,small_blue_binder,distractor,5,2,NA,NA,small_blue_binder,distractor,4,1,NA,NA,small_blue_binder,distractor,2,3,NA,NA,big_blue_binder,distractor,1,5,NA,NA,1,1,0,green,,1.4489E+12,green,FALSE,TRUE,FALSE,,,,,,,,big_green_binder,NA,NA,,,,
2291-3,1.4489E+12,16,subSuperTrial,distr22,swimsuit,target,2,3,clothing,object,tv,distrClass2,3,4,NA,object,mailbox,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,swim,,1.4489E+12,swim,FALSE,FALSE,FALSE,TRUE,,,,TRUE,,,swimsuit,NA,NA,,,,
2291-3,1.4489E+12,17,subSuperTrial,distr33,bed,target,2,3,furniture,object,hotdog,distrClass3,3,4,NA,food,chive,distrClass3,4,2,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,bed,,1.4489E+12,bed,FALSE,FALSE,TRUE,,,,,,,,bed,NA,NA,,,,
2291-3,1.4489E+12,18,subSuperTrial,distr33,kiwi,target,4,4,fruit,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,rosemary,distrClass3,2,3,NA,plant,cherryTree,distrClass3,3,2,NA,plant,1,1,0,fruit,,1.4489E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,,,kiwi,NA,NA,,,,
2291-3,1.4489E+12,19,colorSizeTrial,sizeOnly4Distr3Same,big_orange_coathanger,distractor,1,3,NA,NA,big_purple_coathanger,distractor,4,1,NA,NA,big_orange_coathanger,distractor,2,5,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA,small_orange_coathanger,target,5,4,NA,NA,1,1,0,guess,,1.4489E+12,guess,FALSE,FALSE,FALSE,TRUE,,,,,,,big_orange_coathanger,NA,NA,,,,
2291-3,1.4489E+12,20,subSuperTrial,distr23,germanShepherd,target,4,3,dog,animal,greekcolumn,distrClass3,3,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,iguana,distrClass2,2,2,NA,animal,1,1,0,dog,,1.4489E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,germanShepherd,NA,NA,,,,
2291-3,1.4489E+12,21,colorSizeTrial,sizeOnly2Distr1Same,big_green_avocado,target,4,4,NA,NA,small_black_avocado,distractor,3,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_avocado,distractor,2,2,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_green_avocado,NA,NA,,,,
2291-3,1.4489E+12,22,colorSizeTrial,colorOnly2Distr2Same,small_pink_framee,target,2,3,NA,NA,small_green_framee,distractor,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,small_green_framee,distractor,3,2,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,pink,,1.4489E+12,pink,FALSE,TRUE,FALSE,,,,,,,,small_pink_framee,NA,NA,,,,
2291-3,1.4489E+12,23,subSuperTrial,distr22,lime,target,3,4,fruit,food,pizza,distrClass2,2,3,NA,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,chocolate,distrClass2,4,2,NA,food,1,1,0,lime,,1.4489E+12,lime,FALSE,FALSE,TRUE,,,,,,,,lime,NA,NA,,,,
2291-3,1.4489E+12,24,subSuperTrial,distr22,eggplant,target,3,2,vegetable,food,blackStimulus,NA,1,1,NA,NA,hotdog,distrClass2,4,4,NA,food,ketchup,distrClass2,2,3,NA,food,blackStimulus,NA,5,5,NA,NA,1,1,0,eggplant,,1.4489E+12,eggplant,FALSE,FALSE,TRUE,,,,,,,,eggplant,NA,NA,,,,
2291-3,1.4489E+12,25,subSuperTrial,distr33,boat,target,3,3,vehicle,object,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,burger,distrClass3,4,4,NA,food,egg,distrClass3,2,2,NA,food,1,1,0,boat,,1.4489E+12,boat,FALSE,FALSE,TRUE,,,,,,,,boat,NA,NA,,,,
2291-3,1.4489E+12,26,colorSizeTrial,colorOnly4Distr3Same,small_green_guitar,distractor,1,4,NA,NA,small_green_guitar,distractor,3,2,NA,NA,small_green_guitar,distractor,2,1,NA,NA,big_green_guitar,distractor,4,5,NA,NA,small_blue_guitar,target,5,3,NA,NA,1,1,0,guess,,1.4489E+12,guess,FALSE,FALSE,FALSE,TRUE,,,,,,,small_green_guitar,NA,NA,,,,
2291-3,1.4489E+12,27,colorSizeTrial,sizeOnly2Distr1Same,big_purple_flower,target,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,small_purple_flower,distractor,4,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_red_flower,distractor,3,3,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_purple_flower,NA,NA,,,,
2291-3,1.4489E+12,28,subSuperTrial,distr12,mushroom,target,3,3,vegetable,food,muffin,distrClass2,4,2,NA,food,blackStimulus,NA,5,5,NA,NA,peas,distrClass1,2,4,vegetable,food,blackStimulus,NA,1,1,NA,NA,1,1,0,mushroom,,1.4489E+12,mushroom,FALSE,FALSE,TRUE,,,,,,,,mushroom,NA,NA,,,,
2291-3,1.4489E+12,29,colorSizeTrial,colorOnly4Distr4Same,big_pink_golfball,target,3,3,NA,NA,big_blue_golfball,distractor,2,2,NA,NA,big_blue_golfball,distractor,5,4,NA,NA,big_blue_golfball,distractor,4,5,NA,NA,big_blue_golfball,distractor,1,1,NA,NA,1,1,0,pink,,1.4489E+12,pink,FALSE,TRUE,FALSE,,,,,,,,big_pink_golfball,NA,NA,,,,
2291-3,1.4489E+12,30,colorSizeTrial,sizeOnly4Distr1Same,small_red_stapler,target,3,5,NA,NA,big_purple_stapler,distractor,2,4,NA,NA,big_purple_stapler,distractor,1,3,NA,NA,big_red_stapler,distractor,4,2,NA,NA,big_purple_stapler,distractor,5,1,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_red_stapler,NA,NA,,,,
2291-3,1.4489E+12,31,colorSizeTrial,sizeOnly2Distr2Same,small_purple_bracelet,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_purple_bracelet,distractor,4,2,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_bracelet,distractor,2,3,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_purple_bracelet,NA,NA,,,,
2291-3,1.4489E+12,32,colorSizeTrial,sizeOnly4Distr1Same,small_blue_rug,target,2,3,NA,NA,big_purple_rug,distractor,3,4,NA,NA,big_blue_rug,distractor,1,5,NA,NA,big_purple_rug,distractor,4,2,NA,NA,big_purple_rug,distractor,5,1,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_blue_rug,NA,NA,,,,
2291-3,1.4489E+12,33,subSuperTrial,distr23,clarinet,target,3,4,instrument,object,eraser,distrClass2,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,iguana,distrClass3,2,2,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,black,,1.4489E+12,black,FALSE,TRUE,FALSE,,,,,,,,clarinet,NA,NA,,,,
2291-3,1.4489E+12,34,subSuperTrial,distr22,bra,target,4,3,clothing,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,toilet,distrClass2,3,4,NA,object,football,distrClass2,2,2,NA,object,1,1,0,red,,1.4489E+12,red,FALSE,TRUE,FALSE,,,,,,,,bra,NA,NA,,,,
2291-3,1.4489E+12,35,colorSizeTrial,sizeOnly4Distr2Same,small_brown_belt,target,3,5,NA,NA,big_brown_belt,distractor,2,2,NA,NA,big_brown_belt,distractor,5,1,NA,NA,big_black_belt,distractor,1,4,NA,NA,big_black_belt,distractor,4,3,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_brown_belt,NA,NA,,,,
2291-3,1.4489E+12,36,colorSizeTrial,sizeOnly4Distr1Same,small_black_turtle,distractor,2,4,NA,NA,small_black_turtle,distractor,4,1,NA,NA,small_brown_turtle,distractor,3,5,NA,NA,big_brown_turtle,target,5,2,NA,NA,small_black_turtle,distractor,1,3,NA,NA,1,1,0,guess,,1.4489E+12,guess,FALSE,FALSE,FALSE,TRUE,,,,,,,small_black_turtle,NA,NA,,,,
2291-3,1.4489E+12,37,colorSizeTrial,sizeOnly2Distr1Same,small_blue_butterfly,target,3,2,NA,NA,big_blue_butterfly,distractor,4,4,NA,NA,blackStimulus,NA,1,1,NA,NA,big_purple_butterfly,distractor,2,3,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_blue_butterfly,NA,NA,,,,
2291-3,1.4489E+12,38,colorSizeTrial,sizeOnly2Distr2Same,small_red_candle,target,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_red_candle,distractor,2,4,NA,NA,blackStimulus,NA,5,5,NA,NA,big_red_candle,distractor,3,2,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_red_candle,NA,NA,,,,
2291-3,1.4489E+12,39,colorSizeTrial,sizeOnly2Distr2Same,big_blue_toothbrush,target,4,4,NA,NA,small_blue_toothbrush,distractor,3,3,NA,NA,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,small_blue_toothbrush,distractor,2,2,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_blue_toothbrush,NA,NA,,,,
2291-3,1.4489E+12,40,subSuperTrial,distr23,grapefruit,target,3,4,fruit,food,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,record,distrClass3,4,2,NA,object,fries,distrClass2,2,3,NA,food,1,1,0,fruit,,1.4489E+12,fruit,FALSE,FALSE,FALSE,,TRUE,,,,,,grapefruit,NA,NA,,,,
2291-3,1.4489E+12,41,colorSizeTrial,sizeOnly4Distr4Same,small_red_tack,target,2,2,NA,NA,big_red_tack,distractor,1,4,NA,NA,big_red_tack,distractor,4,3,NA,NA,big_red_tack,distractor,5,1,NA,NA,big_red_tack,distractor,3,5,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_red_tack,NA,NA,,,,
2291-3,1.4489E+12,42,colorSizeTrial,colorOnly4Distr1Same,big_brown_jacket,target,3,4,NA,NA,small_green_jacket,distractor,5,2,NA,NA,big_green_jacket,distractor,2,3,NA,NA,small_green_jacket,distractor,4,5,NA,NA,small_green_jacket,distractor,1,1,NA,NA,1,1,0,brown,,1.4489E+12,brown,FALSE,TRUE,FALSE,,,,,,,,big_brown_jacket,NA,NA,,,,
2291-3,1.4489E+12,43,colorSizeTrial,sizeOnly4Distr3Same,small_blue_ornament,target,3,5,NA,NA,big_blue_ornament,distractor,5,1,NA,NA,big_blue_ornament,distractor,1,4,NA,NA,big_blue_ornament,distractor,4,3,NA,NA,big_purple_ornament,distractor,2,2,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_blue_ornament,NA,NA,,,,
2291-3,1.4489E+12,44,subSuperTrial,distr23,corn,target,3,3,vegetable,food,blackStimulus,NA,5,5,NA,NA,cheese,distrClass2,2,2,NA,food,blackStimulus,NA,1,1,NA,NA,trafficcone,distrClass3,4,4,NA,object,1,1,0,corn,,1.4489E+12,corn,FALSE,FALSE,TRUE,,,,,,,,corn,NA,NA,,,,
2291-3,1.4489E+12,45,subSuperTrial,distr12,banjo,target,4,3,instrument,object,blackStimulus,NA,1,1,NA,NA,trumpet,distrClass1,3,4,instrument,object,blackStimulus,NA,5,5,NA,NA,tennisball,distrClass2,2,2,NA,object,1,1,0,banjo,,1.4489E+12,banjo,FALSE,FALSE,TRUE,,,,,,,,banjo,NA,NA,,,,
2291-3,1.4489E+12,46,colorSizeTrial,sizeOnly4Distr4Same,small_pink_phone,target,4,1,NA,NA,big_pink_phone,distractor,2,5,NA,NA,big_pink_phone,distractor,3,2,NA,NA,big_pink_phone,distractor,5,4,NA,NA,big_pink_phone,distractor,1,3,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_pink_phone,NA,NA,,,,
2291-3,1.4489E+12,47,subSuperTrial,distr12,rose,target,3,3,flower,plant,blackStimulus,NA,5,5,NA,NA,bambus,distrClass2,2,2,NA,plant,hibiscus,distrClass1,4,4,flower,plant,blackStimulus,NA,1,1,NA,NA,1,1,0,rose,,1.4489E+12,rose,FALSE,FALSE,TRUE,,,,,,,,rose,NA,NA,,,,
2291-3,1.4489E+12,48,subSuperTrial,distr23,piano,target,2,3,instrument,object,garbagecan,distrClass2,3,4,NA,object,flamingo,distrClass3,4,2,NA,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,piano,,1.4489E+12,piano,FALSE,FALSE,TRUE,,,,,,,,piano,NA,NA,,,,
2291-3,1.4489E+12,49,colorSizeTrial,sizeOnly4Distr3Same,big_black_book,target,2,2,NA,NA,small_black_book,distractor,4,3,NA,NA,small_black_book,distractor,1,1,NA,NA,small_blue_book,distractor,3,4,NA,NA,small_black_book,distractor,5,5,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_black_book,NA,NA,,,,
2291-3,1.4489E+12,50,subSuperTrial,distr12,firetruck,target,3,2,vehicle,object,trafficcone,distrClass2,4,4,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,airplane,distrClass1,2,3,vehicle,object,1,1,0,fire,,1.4489E+12,fire,FALSE,FALSE,FALSE,TRUE,,,,TRUE,,,firetruck,NA,NA,,,,
2291-3,1.4489E+12,51,colorSizeTrial,sizeOnly4Distr4Same,big_yellow_balloon,target,3,2,NA,NA,small_yellow_balloon,distractor,4,5,NA,NA,small_yellow_balloon,distractor,2,4,NA,NA,small_yellow_balloon,distractor,5,3,NA,NA,small_yellow_balloon,distractor,1,1,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_yellow_balloon,NA,NA,,,,
2291-3,1.4489E+12,52,colorSizeTrial,sizeOnly4Distr2Same,small_purple_hairdryer,target,3,5,NA,NA,big_pink_hairdryer,distractor,4,1,NA,NA,big_pink_hairdryer,distractor,1,4,NA,NA,big_purple_hairdryer,distractor,5,3,NA,NA,big_purple_hairdryer,distractor,2,2,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_purple_hairdryer,NA,NA,,,,
2291-3,1.4489E+12,53,colorSizeTrial,sizeOnly4Distr2Same,big_pink_bucket,distractor,1,3,NA,NA,small_pink_bucket,target,5,4,NA,NA,big_red_bucket,distractor,2,5,NA,NA,big_pink_bucket,distractor,4,2,NA,NA,big_red_bucket,distractor,3,1,NA,NA,1,1,0,guess,,1.4489E+12,guess,FALSE,FALSE,FALSE,TRUE,,,,,,,big_pink_bucket,NA,NA,,,,
2291-3,1.4489E+12,54,colorSizeTrial,colorOnly4Distr4Same,big_red_yarn,target,3,5,NA,NA,big_purple_yarn,distractor,4,1,NA,NA,big_purple_yarn,distractor,1,3,NA,NA,big_purple_yarn,distractor,5,4,NA,NA,big_purple_yarn,distractor,2,2,NA,NA,1,1,0,red,,1.4489E+12,red,FALSE,TRUE,FALSE,,,,,,,,big_red_yarn,NA,NA,,,,
2291-3,1.4489E+12,55,subSuperTrial,distr12,belt2,target,4,3,clothing,object,blackStimulus,NA,5,5,NA,NA,dress,distrClass1,2,2,clothing,object,camera,distrClass2,3,4,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,belt,,1.4489E+12,belt,FALSE,FALSE,TRUE,,,,,,,,belt2,NA,NA,,,,
2291-3,1.4489E+12,56,colorSizeTrial,colorOnly2Distr1Same,big_pink_weddingcake,target,4,3,NA,NA,blackStimulus,NA,1,1,NA,NA,big_white_weddingcake,distractor,2,2,NA,NA,blackStimulus,NA,5,5,NA,NA,small_white_weddingcake,distractor,3,4,NA,NA,1,1,0,pink,,1.4489E+12,pink,FALSE,TRUE,FALSE,,,,,,,,big_pink_weddingcake,NA,NA,,,,
2291-3,1.4489E+12,57,subSuperTrial,distr33,igloo,target,4,3,house,place,blackStimulus,NA,1,1,NA,NA,rice,distrClass3,3,2,NA,food,horse,distrClass3,2,4,NA,animal,blackStimulus,NA,5,5,NA,NA,1,1,0,igloo,,1.4489E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
2291-3,1.4489E+12,58,subSuperTrial,distr22,bookcase,target,3,4,furniture,object,baseballmitt,distrClass2,4,3,NA,object,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,record,distrClass2,2,2,NA,object,1,1,0,book,,1.4489E+12,book,FALSE,FALSE,FALSE,TRUE,,,,TRUE,,,bookcase,NA,NA,,,,
2291-3,1.4489E+12,59,colorSizeTrial,sizeOnly4Distr4Same,small_red_chair,target,4,4,NA,NA,big_red_chair,distractor,2,3,NA,NA,big_red_chair,distractor,5,2,NA,NA,big_red_chair,distractor,3,1,NA,NA,big_red_chair,distractor,1,5,NA,NA,1,1,0,small,,1.4489E+12,small,TRUE,FALSE,FALSE,,,,,,,,small_red_chair,NA,NA,,,,
2291-3,1.4489E+12,60,subSuperTrial,distr12,husky,target,2,4,dog,animal,collie,distrClass1,4,2,dog,animal,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,rhino,distrClass2,3,3,NA,animal,1,1,0,stand dog,,1.4489E+12,stand dog,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,husky,NA,NA,,,,
2291-3,1.4489E+12,61,subSuperTrial,distr23,tulip,target,2,4,flower,plant,chive,distrClass2,3,3,NA,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,mosque,distrClass3,4,2,NA,place,1,1,0,flower,,1.4489E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,tulip,NA,NA,,,,
2291-3,1.4489E+12,62,colorSizeTrial,colorOnly4Distr2Same,big_purple_bike,target,4,2,NA,NA,big_red_bike,distractor,2,1,NA,NA,big_red_bike,distractor,5,3,NA,NA,small_red_bike,distractor,1,4,NA,NA,small_red_bike,distractor,3,5,NA,NA,1,1,0,purple,,1.4489E+12,purple,FALSE,TRUE,FALSE,,,,,,,,big_purple_bike,NA,NA,,,,
2291-3,1.4489E+12,63,subSuperTrial,distr22,dalmatian,target,4,2,dog,animal,penguin,distrClass2,2,3,NA,animal,lion,distrClass2,3,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,1,1,0,dog,,1.4489E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,dalmatian,NA,NA,,,,
2291-3,1.4489E+12,64,subSuperTrial,distr23,bathrobe,target,2,4,clothing,object,cigar,distrClass2,4,2,NA,object,blackStimulus,NA,5,5,NA,NA,museum,distrClass3,3,3,NA,place,blackStimulus,NA,1,1,NA,NA,1,1,0,robe,,1.4489E+12,robe,FALSE,FALSE,TRUE,,,,,TRUE,,,bathrobe,NA,NA,,,,
2291-3,1.4489E+12,65,subSuperTrial,distr23,tent,target,3,4,house,place,church,distrClass2,2,2,NA,place,blackStimulus,NA,5,5,NA,NA,baseballmitt,distrClass3,4,3,NA,object,blackStimulus,NA,1,1,NA,NA,1,1,0,tent,,1.4489E+12,tent,FALSE,FALSE,TRUE,,,,,,,,tent,NA,NA,,,,
2291-3,1.4489E+12,66,subSuperTrial,distr22,cottage,target,3,4,house,place,blackStimulus,NA,1,1,NA,NA,airport,distrClass2,4,2,NA,place,firestation,distrClass2,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,house small,,1.4489E+12,house small,TRUE,FALSE,FALSE,,TRUE,,,,,,cottage,NA,NA,,,,
2291-3,1.4489E+12,67,colorSizeTrial,sizeOnly4Distr2Same,big_blue_comb,target,2,1,NA,NA,small_blue_comb,distractor,3,4,NA,NA,small_blue_comb,distractor,1,3,NA,NA,small_black_comb,distractor,4,5,NA,NA,small_black_comb,distractor,5,2,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_blue_comb,NA,NA,,,,
2291-3,1.4489E+12,68,subSuperTrial,distr22,pug,target,3,2,dog,animal,horse,distrClass2,2,4,NA,animal,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,bear,distrClass2,4,3,NA,animal,1,1,0,dog,,1.4489E+12,dog,FALSE,FALSE,FALSE,,TRUE,,,,,,pug,NA,NA,,,,
2291-3,1.4489E+12,69,colorSizeTrial,sizeOnly2Distr1Same,big_green_rock,target,3,4,NA,NA,blackStimulus,NA,5,5,NA,NA,small_green_rock,distractor,4,3,NA,NA,small_purple_rock,distractor,2,2,NA,NA,blackStimulus,NA,1,1,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_green_rock,NA,NA,,,,
2291-3,1.4489E+12,70,subSuperTrial,distr33,sunflower,target,3,3,flower,plant,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,pasta,distrClass3,2,2,NA,food,mosque,distrClass3,4,4,NA,place,1,1,0,flower,,1.4489E+12,flower,FALSE,FALSE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
2291-3,1.4489E+12,71,colorSizeTrial,sizeOnly4Distr1Same,big_white_shoe,target,4,2,NA,NA,small_yellow_shoe,distractor,3,4,NA,NA,small_yellow_shoe,distractor,5,3,NA,NA,small_white_shoe,distractor,2,5,NA,NA,small_yellow_shoe,distractor,1,1,NA,NA,1,1,0,big,,1.4489E+12,big,TRUE,FALSE,FALSE,,,,,,,,big_white_shoe,NA,NA,,,,
2291-3,1.4489E+12,72,colorSizeTrial,colorOnly4Distr3Same,small_red_pepper,target,2,5,NA,NA,big_green_pepper,distractor,5,4,NA,NA,small_green_pepper,distractor,4,1,NA,NA,small_green_pepper,distractor,3,3,NA,NA,small_green_pepper,distractor,1,2,NA,NA,1,1,0,red,,1.4489E+12,red,FALSE,TRUE,FALSE,,,,,,,,small_red_pepper,NA,NA,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453-c,1.4489E+12,1,colorSizeTrial,sizeOnly2Distr2Same,small_orange_coathanger,target,2,3,NA,NA,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,big_orange_coathanger,distractor,4,4,NA,NA,big_orange_coathanger,distractor,3,2,NA,NA,2,0,2,,small hangar___large?,1448897511106___1448897529294,NA,TRUE,FALSE,TRUE,,,,,,,,small_orange_coathanger,NA,NA,,,,
1453-c,1.4489E+12,2,subSuperTrial,distr33,sunflower,target,2,2,flower,plant,blackStimulus,NA,5,5,NA,NA,blackStimulus,NA,1,1,NA,NA,bear,distrClass3,4,4,NA,animal,iguana,distrClass3,3,3,NA,animal,4,2,2,hi___its a flower,hello?___OK hi.,1448897556917___1448897559207___1448897571504___1448897580864,hi,FALSE,FALSE,FALSE,,TRUE,,,,,,sunflower,NA,NA,,,,
1453-c,1.4489E+12,3,colorSizeTrial,sizeOnly4Distr2Same,big_blue_butterfly,target,5,1,NA,NA,small_purple_butterfly,distractor,2,2,NA,NA,small_purple_butterfly,distractor,4,3,NA,NA,small_blue_butterfly,distractor,3,5,NA,NA,small_blue_butterfly,distractor,1,4,NA,NA,2,1,1,its the largest blue one,got it.,1448897590406___1448897593927,its the largest blue one,TRUE,TRUE,FALSE,,,,,,TRUE,TRUE,big_blue_butterfly,NA,NA,,,,
1453-c,1.4489E+12,4,colorSizeTrial,colorOnly4Distr3Same,small_blue_binder,target,1,3,NA,NA,small_green_binder,distractor,4,5,NA,NA,small_green_binder,distractor,5,1,NA,NA,small_green_binder,distractor,2,4,NA,NA,big_green_binder,distractor,3,2,NA,NA,2,1,1,the blue one,k,1448897600373___1448897600527,the blue one,FALSE,TRUE,FALSE,,,,,,TRUE,TRUE,small_blue_binder,NA,NA,,,,
1453-c,1.4489E+12,5,colorSizeTrial,sizeOnly4Distr1Same,big_pink_balloon,target,1,3,NA,NA,small_yellow_balloon,distractor,3,5,NA,NA,small_yellow_balloon,distractor,2,1,NA,NA,small_pink_balloon,distractor,5,2,NA,NA,small_yellow_balloon,distractor,4,4,NA,NA,2,1,1,the large pink one,ez,1448897606894___1448897607413,the large pink one,TRUE,TRUE,FALSE,,,,,,TRUE,TRUE,big_pink_balloon,NA,NA,,,,
1453-c,1.4489E+12,6,subSuperTrial,distr22,igloo,target,4,4,house,place,blackStimulus,NA,1,1,NA,NA,airport,distrClass2,3,2,NA,place,postoffice,distrClass2,2,3,NA,place,blackStimulus,NA,5,5,NA,NA,1,1,0,igloo,,1.4489E+12,igloo,FALSE,FALSE,TRUE,,,,,,,,igloo,NA,NA,,,,
1453-c,1.4489E+12,7,subSuperTrial,distr12,kiwi,target,2,3,fruit,food,bread,distrClass2,4,4,NA,food,blackStimulus,NA,1,1,NA,NA,blackStimulus,NA,5,5,NA,NA,orange,distrClass1,3,2,fruit,food,1,1,0,kiwi,,1.4489E+12,kiwi,FALSE,FALSE,TRUE,,,,,,,,kiwi,NA,NA,,,,
