condition,TargetColor,TargetType,Dist1Color,Dist1Type,Dist2Color,Dist2Type,value,prob,MCMCprob
overinformative,green,avocado,orange,carrot,black,pepper,green_avocado,0.4001193936612766,0
overinformative,green,avocado,orange,carrot,black,pepper,avocado,0.5083236522180529,0
overinformative,green,avocado,orange,carrot,black,pepper,green,0.09155653656444498,0
informative,pink,carrot,orange,carrot,green,tomato,green_tomato,1.2495543779304923e-9,0
informative,pink,carrot,orange,carrot,green,tomato,tomato,3.22320715044625e-7,0
informative,pink,carrot,orange,carrot,green,tomato,green,2.8776427204241378e-8,0
informative,pink,carrot,orange,carrot,green,tomato,orange_carrot,6.284369024627143e-8,0
informative,pink,carrot,orange,carrot,green,tomato,orange,1.2512114530809672e-8,0
informative,pink,carrot,orange,carrot,green,tomato,pink_carrot,0.4365630540387828,0
informative,pink,carrot,orange,carrot,green,tomato,carrot,0.00005278369011067423,0
informative,pink,carrot,orange,carrot,green,tomato,pink,0.5633837345686055,0
overinformative,blue,banana,black,avocado,black,pepper,black_pepper,1.0608396812975054e-9,0
overinformative,blue,banana,black,avocado,black,pepper,pepper,6.609746958159718e-7,0
overinformative,blue,banana,black,avocado,black,pepper,black_avocado,3.197320029017212e-10,0
overinformative,blue,banana,black,avocado,black,pepper,avocado,5.278342113181643e-9,0
overinformative,blue,banana,black,avocado,black,pepper,black,1.5685871353297603e-11,0
overinformative,blue,banana,black,avocado,black,pepper,blue_banana,0.6026011354934256,0
overinformative,blue,banana,black,avocado,black,pepper,banana,0.12390779651685196,0
overinformative,blue,banana,black,avocado,black,pepper,blue,0.27349040034042676,0
overinformative-cc,black,avocado,orange,pear,black,pepper,black_pepper,3.639950652762379e-9,0
overinformative-cc,black,avocado,orange,pear,black,pepper,pepper,6.579343034874208e-7,0
overinformative-cc,black,avocado,orange,pear,black,pepper,orange_pear,4.751760866243699e-9,0
overinformative-cc,black,avocado,orange,pear,black,pepper,pear,2.458182127976975e-7,0
overinformative-cc,black,avocado,orange,pear,black,pepper,orange,9.401789203235317e-10,0
overinformative-cc,black,avocado,orange,pear,black,pepper,black_avocado,0.46428962299756144,0
overinformative-cc,black,avocado,orange,pear,black,pepper,avocado,0.5171335974235031,0
overinformative-cc,black,avocado,orange,pear,black,pepper,black,0.018575866494528866,0
informative,pink,tomato,black,pepper,green,tomato,green_tomato,3.480097938374791e-8,0
informative,pink,tomato,black,pepper,green,tomato,green,1.7432764054852605e-8,0
informative,pink,tomato,black,pepper,green,tomato,black_pepper,2.4371772291278653e-9,0
informative,pink,tomato,black,pepper,green,tomato,pepper,0.0000020404535356193042,0
informative,pink,tomato,black,pepper,green,tomato,black,4.250065659921782e-9,0
informative,pink,tomato,black,pepper,green,tomato,pink_tomato,0.6217190786668031,0
informative,pink,tomato,black,pepper,green,tomato,tomato,0.0003690923971075735,0
informative,pink,tomato,black,pepper,green,tomato,pink,0.3779097295615675,0
informative,orange,pear,red,avocado,green,pear,green_pear,1.102580396465578e-7,0
informative,orange,pear,red,avocado,green,pear,green,1.8504993029539455e-7,0
informative,orange,pear,red,avocado,green,pear,red_avocado,2.421756151642589e-8,0
informative,orange,pear,red,avocado,green,pear,avocado,2.6587012079936e-7,0
informative,orange,pear,red,avocado,green,pear,red,0.000020019389774062526,0
informative,orange,pear,red,avocado,green,pear,orange_pear,0.5511623423876885,0
informative,orange,pear,red,avocado,green,pear,pear,0.000615157232103045,0
informative,orange,pear,red,avocado,green,pear,orange,0.4482018955947822,0
informative,brown,carrot,yellow,banana,pink,carrot,pink_carrot,0.0002926826866991852,0
informative,brown,carrot,yellow,banana,pink,carrot,pink,0.000015266568449578535,0
informative,brown,carrot,yellow,banana,pink,carrot,yellow_banana,1.0829631318760907e-10,0
informative,brown,carrot,yellow,banana,pink,carrot,banana,6.898511141546398e-10,0
informative,brown,carrot,yellow,banana,pink,carrot,yellow,4.0768454348622526e-8,0
informative,brown,carrot,yellow,banana,pink,carrot,brown_carrot,0.6267696595538128,0
informative,brown,carrot,yellow,banana,pink,carrot,carrot,0.03635462047859154,0
informative,brown,carrot,yellow,banana,pink,carrot,brown,0.3365677291458452,0
overinformative,green,tomato,yellow,banana,orange,carrot,orange_carrot,1.0602225517697193e-10,0
overinformative,green,tomato,yellow,banana,orange,carrot,carrot,9.227769132832363e-11,0
overinformative,green,tomato,yellow,banana,orange,carrot,orange,6.646689730145466e-10,0
overinformative,green,tomato,yellow,banana,orange,carrot,yellow_banana,6.465234153779542e-11,0
overinformative,green,tomato,yellow,banana,orange,carrot,banana,5.580632211016725e-10,0
overinformative,green,tomato,yellow,banana,orange,carrot,yellow,7.953319281298417e-9,0
overinformative,green,tomato,yellow,banana,orange,carrot,green_tomato,0.4346293669213731,0
overinformative,green,tomato,yellow,banana,orange,carrot,tomato,0.3883058469248825,0
overinformative,green,tomato,yellow,banana,orange,carrot,green,0.1770647767147408,0
informative,green,apple,blue,apple,black,pepper,black_pepper,3.825598776639895e-10,0
informative,green,apple,blue,apple,black,pepper,pepper,1.6306190889876937e-7,0
informative,green,apple,blue,apple,black,pepper,black,9.141466338559e-10,0
informative,green,apple,blue,apple,black,pepper,blue_apple,5.499570904981305e-8,0
informative,green,apple,blue,apple,black,pepper,blue,8.637742051193713e-10,0
informative,green,apple,blue,apple,black,pepper,green_apple,0.45843370259218924,0
informative,green,apple,blue,apple,black,pepper,apple,0.3752853887625193,0
informative,green,apple,blue,apple,black,pepper,green,0.16628068842719257,0
overinformative,yellow,pear,black,avocado,orange,carrot,orange_carrot,3.8099888945271295e-10,0
overinformative,yellow,pear,black,avocado,orange,carrot,carrot,9.70039186152616e-11,0
overinformative,yellow,pear,black,avocado,orange,carrot,orange,3.585508917150109e-7,0
overinformative,yellow,pear,black,avocado,orange,carrot,black_avocado,1.18555865505078e-10,0
overinformative,yellow,pear,black,avocado,orange,carrot,avocado,4.5401672737164485e-9,0
overinformative,yellow,pear,black,avocado,orange,carrot,black,1.6346943817410697e-10,0
overinformative,yellow,pear,black,avocado,orange,carrot,yellow_pear,0.3891436953058668,0
overinformative,yellow,pear,black,avocado,orange,carrot,pear,0.5078208376602554,0
overinformative,yellow,pear,black,avocado,orange,carrot,yellow,0.10303510318279063,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red_tomato,1.4055110525165368e-10,0
overinformative-cc,red,apple,orange,pepper,red,tomato,tomato,7.185018791083862e-10,0
overinformative-cc,red,apple,orange,pepper,red,tomato,orange_pepper,5.007348566771429e-10,0
overinformative-cc,red,apple,orange,pepper,red,tomato,pepper,2.5314683584252093e-9,0
overinformative-cc,red,apple,orange,pepper,red,tomato,orange,1.0957005888037202e-8,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red_apple,0.44808145294706264,0
overinformative-cc,red,apple,orange,pepper,red,tomato,apple,0.5505777585643532,0
overinformative-cc,red,apple,orange,pepper,red,tomato,red,0.0013407736403221646,0
informative,orange,pepper,brown,carrot,red,pepper,red_pepper,9.381608682641301e-7,0
informative,orange,pepper,brown,carrot,red,pepper,red,1.9348395208610446e-8,0
informative,orange,pepper,brown,carrot,red,pepper,brown_carrot,2.14972906402661e-9,0
informative,orange,pepper,brown,carrot,red,pepper,carrot,0.000006453422236857254,0
informative,orange,pepper,brown,carrot,red,pepper,brown,5.031698153220334e-7,0
informative,orange,pepper,brown,carrot,red,pepper,orange_pepper,0.7093440347378291,0
informative,orange,pepper,brown,carrot,red,pepper,pepper,0.0097239836672162,0
informative,orange,pepper,brown,carrot,red,pepper,orange,0.28092406534390996,0
informative,red,apple,green,apple,green,pear,green_pear,9.656626009597222e-10,0
informative,red,apple,green,apple,green,pear,pear,2.730577014935797e-10,0
informative,red,apple,green,apple,green,pear,green_apple,1.2688158652120647e-7,0
informative,red,apple,green,apple,green,pear,green,9.626167673556705e-10,0
informative,red,apple,green,apple,green,pear,red_apple,0.7111470618022881,0
informative,red,apple,green,apple,green,pear,apple,0.020158871302245956,0
informative,red,apple,green,apple,green,pear,red,0.26869393781254225,0
informative,red,avocado,black,avocado,black,pepper,black_pepper,9.650763068795855e-10,0
informative,red,avocado,black,avocado,black,pepper,pepper,0.000002473849834470289,0
informative,red,avocado,black,avocado,black,pepper,black_avocado,0.0000010405261008301025,0
informative,red,avocado,black,avocado,black,pepper,black,4.278691605449509e-11,0
informative,red,avocado,black,avocado,black,pepper,red_avocado,0.8617195584931119,0
informative,red,avocado,black,avocado,black,pepper,avocado,0.007083608654649595,0
informative,red,avocado,black,avocado,black,pepper,red,0.13119331746844026,0
informative-cc,pink,tomato,pink,carrot,green,tomato,green_tomato,6.120747705981634e-8,0
informative-cc,pink,tomato,pink,carrot,green,tomato,green,3.214786893623595e-8,0
informative-cc,pink,tomato,pink,carrot,green,tomato,pink_carrot,0.000394593974978468,0
informative-cc,pink,tomato,pink,carrot,green,tomato,carrot,0.00004472724208087869,0
informative-cc,pink,tomato,pink,carrot,green,tomato,pink_tomato,0.9567765751314388,0
informative-cc,pink,tomato,pink,carrot,green,tomato,tomato,0.0006817950156578988,0
informative-cc,pink,tomato,pink,carrot,green,tomato,pink,0.04210221528049808,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,pink_tomato,0.000006415912308201415,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,tomato,0.00006847491833688289,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,orange_pear,6.612540622103623e-8,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,pear,2.386229654199019e-7,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,orange,1.7135875904874477e-8,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,pink_carrot,0.3113660597063654,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,carrot,0.677215851611966,0
overinformative-cc,pink,carrot,orange,pear,pink,tomato,pink,0.011342875966776102,0
overinformative,red,tomato,blue,apple,green,avocado,green_avocado,1.1973651931345015e-10,0
overinformative,red,tomato,blue,apple,green,avocado,avocado,1.2171986985910204e-10,0
overinformative,red,tomato,blue,apple,green,avocado,green,1.511965901956219e-7,0
overinformative,red,tomato,blue,apple,green,avocado,blue_apple,1.9497544807982675e-10,0
overinformative,red,tomato,blue,apple,green,avocado,apple,0.00001643552513615842,0
overinformative,red,tomato,blue,apple,green,avocado,blue,4.314575859337933e-10,0
overinformative,red,tomato,blue,apple,green,avocado,red_tomato,0.3732625898677536,0
overinformative,red,tomato,blue,apple,green,avocado,tomato,0.4659142371729295,0
overinformative,red,tomato,blue,apple,green,avocado,red,0.1608065853697009,0
overinformative,green,pear,blue,banana,red,pepper,red_pepper,3.9658925854300354e-10,0
overinformative,green,pear,blue,banana,red,pepper,pepper,2.3143435703495854e-10,0
overinformative,green,pear,blue,banana,red,pepper,red,1.5687775804508846e-9,0
overinformative,green,pear,blue,banana,red,pepper,blue_banana,4.3025052594385676e-10,0
overinformative,green,pear,blue,banana,red,pepper,banana,0.000009106516411235985,0
overinformative,green,pear,blue,banana,red,pepper,blue,4.697683600229179e-10,0
overinformative,green,pear,blue,banana,red,pepper,green_pear,0.38663821301786383,0
overinformative,green,pear,blue,banana,red,pepper,pear,0.5120875948708674,0
overinformative,green,pear,blue,banana,red,pepper,green,0.10126508249803753,0
informative,red,tomato,blue,banana,pink,tomato,pink_tomato,0.0002257494822543678,0
informative,red,tomato,blue,banana,pink,tomato,pink,0.000024838136529290008,0
informative,red,tomato,blue,banana,pink,tomato,blue_banana,4.559354763263577e-10,0
informative,red,tomato,blue,banana,pink,tomato,banana,0.000008539677946792394,0
informative,red,tomato,blue,banana,pink,tomato,blue,3.5247810002862957e-10,0
informative,red,tomato,blue,banana,pink,tomato,red_tomato,0.41097942781136254,0
informative,red,tomato,blue,banana,pink,tomato,tomato,0.3944555298817269,0
informative,red,tomato,blue,banana,pink,tomato,red,0.1943059142017667,0
overinformative-cc,red,avocado,red,apple,orange,pepper,orange_pepper,7.385721716242157e-10,0
overinformative-cc,red,avocado,red,apple,orange,pepper,pepper,2.2451835303823917e-8,0
overinformative-cc,red,avocado,red,apple,orange,pepper,orange,1.3802187738393598e-8,0
overinformative-cc,red,avocado,red,apple,orange,pepper,red_apple,5.435847867561185e-9,0
overinformative-cc,red,avocado,red,apple,orange,pepper,apple,1.1060529668971085e-9,0
overinformative-cc,red,avocado,red,apple,orange,pepper,red_avocado,0.47597379869494166,0
overinformative-cc,red,avocado,red,apple,orange,pepper,avocado,0.523818997208279,0
overinformative-cc,red,avocado,red,apple,orange,pepper,red,0.00020716056228314077,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,pink_tomato,0.000005812681608258671,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,tomato,0.000057310185490730474,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,red_avocado,6.141592288673963e-9,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,avocado,4.792407082757913e-7,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,red,0.00002717213584692198,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,pink_carrot,0.2854035405243589,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,carrot,0.7038282062500929,0
overinformative-cc,pink,carrot,red,avocado,pink,tomato,pink,0.010677472840301473,0
overinformative-cc,red,avocado,blue,apple,red,apple,red_apple,4.902405132766122e-9,0
overinformative-cc,red,avocado,blue,apple,red,apple,blue_apple,4.325673419928006e-10,0
overinformative-cc,red,avocado,blue,apple,red,apple,apple,6.202947040044918e-10,0
overinformative-cc,red,avocado,blue,apple,red,apple,blue,4.543251366772936e-10,0
overinformative-cc,red,avocado,blue,apple,red,apple,red_avocado,0.47575292348592024,0
overinformative-cc,red,avocado,blue,apple,red,apple,avocado,0.524022715815307,0
overinformative-cc,red,avocado,blue,apple,red,apple,red,0.00022435428918030214,0
informative,blue,apple,red,apple,brown,carrot,brown_carrot,1.0553797407857105e-9,0
informative,blue,apple,red,apple,brown,carrot,carrot,0.0000017306308316190296,0
informative,blue,apple,red,apple,brown,carrot,brown,2.919908372569005e-9,0
informative,blue,apple,red,apple,brown,carrot,red_apple,4.688495630060028e-9,0
informative,blue,apple,red,apple,brown,carrot,red,1.9132658730053598e-8,0
informative,blue,apple,red,apple,brown,carrot,blue_apple,0.6495322521112898,0
informative,blue,apple,red,apple,brown,carrot,apple,0.000005709362192353555,0
informative,blue,apple,red,apple,brown,carrot,blue,0.3504602800992436,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown_carrot,5.872805091672137e-9,0
informative-cc,brown,banana,yellow,banana,brown,carrot,carrot,0.0000018640954019367844,0
informative-cc,brown,banana,yellow,banana,brown,carrot,yellow_banana,2.43796806278119e-7,0
informative-cc,brown,banana,yellow,banana,brown,carrot,yellow,2.3021604712117793e-8,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown_banana,0.9835259388377946,0
informative-cc,brown,banana,yellow,banana,brown,carrot,banana,0.0002763058647498961,0
informative-cc,brown,banana,yellow,banana,brown,carrot,brown,0.016195618510837808,0
informative,red,avocado,black,avocado,pink,carrot,pink_carrot,0.000012891928185365315,0
informative,red,avocado,black,avocado,pink,carrot,carrot,0.000004684940048439484,0
informative,red,avocado,black,avocado,pink,carrot,pink,0.000014944365204550272,0
informative,red,avocado,black,avocado,pink,carrot,black_avocado,0.000001018846483735881,0
informative,red,avocado,black,avocado,pink,carrot,black,5.696069566861211e-10,0
informative,red,avocado,black,avocado,pink,carrot,red_avocado,0.8773580080768318,0
informative,red,avocado,black,avocado,pink,carrot,avocado,0.006969539424202689,0
informative,red,avocado,black,avocado,pink,carrot,red,0.11563891184943664,0
informative-cc,brown,carrot,brown,banana,orange,carrot,orange_carrot,1.1586851761420648e-7,0
informative-cc,brown,carrot,brown,banana,orange,carrot,orange,6.2632474748399905e-9,0
informative-cc,brown,carrot,brown,banana,orange,carrot,brown_banana,1.7431327037140546e-9,0
informative-cc,brown,carrot,brown,banana,orange,carrot,banana,0.0000011610548905913237,0
informative-cc,brown,carrot,brown,banana,orange,carrot,brown_carrot,0.9853237753401944,0
informative-cc,brown,carrot,brown,banana,orange,carrot,carrot,0.000056862270850137666,0
informative-cc,brown,carrot,brown,banana,orange,carrot,brown,0.014618077459166809,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,brown_banana,7.80708751422239e-10,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,banana,5.661140999755084e-7,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,blue_apple,4.695485293197388e-10,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,apple,0.00001500280495049008,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,blue,1.3842932104434805e-9,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,brown_carrot,0.6251225902402278,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,carrot,0.3679680517972346,0
overinformative-cc,brown,carrot,blue,apple,brown,banana,brown,0.006893786408936617,0
overinformative-cc,black,avocado,blue,banana,black,pepper,black_pepper,3.3359802960812426e-9,0
overinformative-cc,black,avocado,blue,banana,black,pepper,pepper,6.008493995581984e-7,0
overinformative-cc,black,avocado,blue,banana,black,pepper,blue_banana,4.038686039975186e-10,0
overinformative-cc,black,avocado,blue,banana,black,pepper,banana,0.000012176012796547045,0
overinformative-cc,black,avocado,blue,banana,black,pepper,blue,7.647202302336447e-10,0
overinformative-cc,black,avocado,blue,banana,black,pepper,black_avocado,0.47543919147153435,0
overinformative-cc,black,avocado,blue,banana,black,pepper,avocado,0.5069371338581627,0
overinformative-cc,black,avocado,blue,banana,black,pepper,black,0.01761089330353751,0
overinformative,orange,pear,brown,banana,green,tomato,green_tomato,1.6562312335826016e-10,0
overinformative,orange,pear,brown,banana,green,tomato,tomato,2.4530562390172207e-8,0
overinformative,orange,pear,brown,banana,green,tomato,green,2.1727213332130754e-9,0
overinformative,orange,pear,brown,banana,green,tomato,brown_banana,2.9014115342538888e-8,0
overinformative,orange,pear,brown,banana,green,tomato,banana,9.023137516399977e-8,0
overinformative,orange,pear,brown,banana,green,tomato,brown,3.825337112843448e-9,0
overinformative,orange,pear,brown,banana,green,tomato,orange_pear,0.4031734411738105,0
overinformative,orange,pear,brown,banana,green,tomato,pear,0.39298501019871945,0
overinformative,orange,pear,brown,banana,green,tomato,orange,0.2038413986877357,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,red_tomato,1.0543606680198746e-8,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,pink_tomato,2.3789040703312154e-7,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,tomato,9.569734954284456e-11,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,pink,0.000006911459113620521,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,red_pepper,0.4401377037191069,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,pepper,0.5546033629075918,0
overinformative-cc,red,pepper,pink,tomato,red,tomato,red,0.005251773384476561,0
informative,red,apple,green,apple,orange,pear,orange_pear,1.7371076315811683e-8,0
informative,red,apple,green,apple,orange,pear,pear,8.567274518753135e-8,0
informative,red,apple,green,apple,orange,pear,orange,9.237434985726097e-9,0
informative,red,apple,green,apple,orange,pear,green_apple,1.8179419774264936e-7,0
informative,red,apple,green,apple,orange,pear,green,8.87757041934455e-9,0
informative,red,apple,green,apple,orange,pear,red_apple,0.7192934097545483,0
informative,red,apple,green,apple,orange,pear,apple,0.022438413925369133,0
informative,red,apple,green,apple,orange,pear,red,0.25826787336705787,0
overinformative-cc,green,apple,green,tomato,pink,tomato,pink_tomato,4.2940376188959207e-7,0
overinformative-cc,green,apple,green,tomato,pink,tomato,pink,0.000002695612365601811,0
overinformative-cc,green,apple,green,tomato,pink,tomato,green_tomato,4.1126766423867335e-9,0
overinformative-cc,green,apple,green,tomato,pink,tomato,tomato,1.4891838457510803e-8,0
overinformative-cc,green,apple,green,tomato,pink,tomato,green_apple,0.36312004219589045,0
overinformative-cc,green,apple,green,tomato,pink,tomato,apple,0.6328813742077128,0
overinformative-cc,green,apple,green,tomato,pink,tomato,green,0.003995439575754022,0
overinformative,green,pear,pink,carrot,pink,tomato,pink_tomato,2.657029916713188e-7,0
overinformative,green,pear,pink,carrot,pink,tomato,tomato,0.000008759976509734385,0
overinformative,green,pear,pink,carrot,pink,tomato,pink_carrot,0.0000034842537818934586,0
overinformative,green,pear,pink,carrot,pink,tomato,carrot,0.000006783892427036964,0
overinformative,green,pear,pink,carrot,pink,tomato,pink,6.848010824330287e-8,0
overinformative,green,pear,pink,carrot,pink,tomato,green_pear,0.3881093718804427,0
overinformative,green,pear,pink,carrot,pink,tomato,pear,0.5130971565364753,0
overinformative,green,pear,pink,carrot,pink,tomato,green,0.09877410927726357,0
informative,black,avocado,green,avocado,blue,banana,blue_banana,6.715385296984648e-10,0
informative,black,avocado,green,avocado,blue,banana,banana,0.00002200348480358132,0
informative,black,avocado,green,avocado,blue,banana,blue,1.315194527930305e-9,0
informative,black,avocado,green,avocado,blue,banana,green_avocado,6.197555724183378e-7,0
informative,black,avocado,green,avocado,blue,banana,green,1.386946271161943e-7,0
informative,black,avocado,green,avocado,blue,banana,black_avocado,0.6141049460580524,0
informative,black,avocado,green,avocado,blue,banana,avocado,0.002880954822737274,0
informative,black,avocado,green,avocado,blue,banana,black,0.38299133519747425,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,orange_pepper,1.4402298543171477e-9,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,pepper,7.0902272726038896e-9,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,orange,1.3818947866192636e-8,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,brown_carrot,2.71995237644602e-9,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,carrot,6.965769885116448e-7,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,brown_banana,0.5753499540372331,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,banana,0.41839811767154816,0
overinformative-cc,brown,banana,brown,carrot,orange,pepper,brown,0.006251206644872881,0
overinformative,green,tomato,blue,apple,red,avocado,red_avocado,5.545465779616399e-9,0
overinformative,green,tomato,blue,apple,red,avocado,avocado,4.634529740442612e-8,0
overinformative,green,tomato,blue,apple,red,avocado,red,0.000001268491159244975,0
overinformative,green,tomato,blue,apple,red,avocado,blue_apple,5.1703753444138846e-9,0
overinformative,green,tomato,blue,apple,red,avocado,apple,0.00002037595450938853,0
overinformative,green,tomato,blue,apple,red,avocado,blue,5.263111811555588e-10,0
overinformative,green,tomato,blue,apple,red,avocado,green_tomato,0.4409278382603312,0
overinformative,green,tomato,blue,apple,red,avocado,tomato,0.3999896085718374,0
overinformative,green,tomato,blue,apple,red,avocado,green,0.15906085113471313,0
overinformative,orange,pepper,brown,banana,yellow,pear,yellow_pear,2.5712590806843188e-9,0
overinformative,orange,pepper,brown,banana,yellow,pear,pear,6.047462851919809e-10,0
overinformative,orange,pepper,brown,banana,yellow,pear,yellow,4.482849885965468e-7,0
overinformative,orange,pepper,brown,banana,yellow,pear,brown_banana,4.0570277264362797e-10,0
overinformative,orange,pepper,brown,banana,yellow,pear,banana,9.085003468754833e-8,0
overinformative,orange,pepper,brown,banana,yellow,pear,brown,1.5238630304361464e-7,0
overinformative,orange,pepper,brown,banana,yellow,pear,orange_pepper,0.43194901591932494,0
overinformative,orange,pepper,brown,banana,yellow,pear,pepper,0.46638618509507873,0
overinformative,orange,pepper,brown,banana,yellow,pear,orange,0.10166410388256197,0
overinformative,blue,banana,red,avocado,red,pepper,red_pepper,8.641602107462297e-11,0
overinformative,blue,banana,red,avocado,red,pepper,pepper,1.3095644064487459e-9,0
overinformative,blue,banana,red,avocado,red,pepper,red_avocado,1.749891029083355e-9,0
overinformative,blue,banana,red,avocado,red,pepper,avocado,6.122707519964535e-8,0
overinformative,blue,banana,red,avocado,red,pepper,red,6.011148234588252e-10,0
overinformative,blue,banana,red,avocado,red,pepper,blue_banana,0.5539922082166076,0
overinformative,blue,banana,red,avocado,red,pepper,banana,0.13398538233854576,0
overinformative,blue,banana,red,avocado,red,pepper,blue,0.312022344470785,0
overinformative-cc,green,pear,green,apple,yellow,banana,yellow_banana,1.608143488398117e-10,0
overinformative-cc,green,pear,green,apple,yellow,banana,banana,1.1058644880753442e-10,0
overinformative-cc,green,pear,green,apple,yellow,banana,yellow,0.0000018684005587618808,0
overinformative-cc,green,pear,green,apple,yellow,banana,green_apple,1.3845248125321047e-7,0
overinformative-cc,green,pear,green,apple,yellow,banana,apple,8.966235970020498e-9,0
overinformative-cc,green,pear,green,apple,yellow,banana,green_pear,0.44830918080963983,0
overinformative-cc,green,pear,green,apple,yellow,banana,pear,0.5510458286935618,0
overinformative-cc,green,pear,green,apple,yellow,banana,green,0.0006429744061217024,0
overinformative,red,apple,black,avocado,green,tomato,green_tomato,1.4251234217007237e-10,0
overinformative,red,apple,black,avocado,green,tomato,tomato,7.751287129191378e-8,0
overinformative,red,apple,black,avocado,green,tomato,green,2.2881668935549096e-9,0
overinformative,red,apple,black,avocado,green,tomato,black_avocado,1.3460872906263983e-10,0
overinformative,red,apple,black,avocado,green,tomato,avocado,7.697128793862304e-9,0
overinformative,red,apple,black,avocado,green,tomato,black,2.9022812661106273e-10,0
overinformative,red,apple,black,avocado,green,tomato,red_apple,0.3932562615217261,0
overinformative,red,apple,black,avocado,green,tomato,apple,0.4771011166208723,0
overinformative,red,apple,black,avocado,green,tomato,red,0.12964253379188548,0
overinformative,pink,carrot,blue,banana,yellow,pear,yellow_pear,1.5790312123471137e-9,0
overinformative,pink,carrot,blue,banana,yellow,pear,pear,9.047968741440498e-10,0
overinformative,pink,carrot,blue,banana,yellow,pear,yellow,1.0958129095638231e-7,0
overinformative,pink,carrot,blue,banana,yellow,pear,blue_banana,2.9760660456783494e-9,0
overinformative,pink,carrot,blue,banana,yellow,pear,banana,0.000024405701302698816,0
overinformative,pink,carrot,blue,banana,yellow,pear,blue,5.331195177124039e-10,0
overinformative,pink,carrot,blue,banana,yellow,pear,pink_carrot,0.2998588745503413,0
overinformative,pink,carrot,blue,banana,yellow,pear,carrot,0.5141327509923372,0
overinformative,pink,carrot,blue,banana,yellow,pear,pink,0.1859838531817143,0
overinformative,yellow,banana,black,avocado,red,avocado,red_avocado,4.2222386079673984e-10,0
overinformative,yellow,banana,black,avocado,red,avocado,red,0.0000011045315429840795,0
overinformative,yellow,banana,black,avocado,red,avocado,black_avocado,4.185111536549314e-10,0
overinformative,yellow,banana,black,avocado,red,avocado,avocado,3.2838321146741105e-10,0
overinformative,yellow,banana,black,avocado,red,avocado,black,1.5811974393638666e-10,0
overinformative,yellow,banana,black,avocado,red,avocado,yellow_banana,0.37532290567307913,0
overinformative,yellow,banana,black,avocado,red,avocado,banana,0.4827954862835703,0
overinformative,yellow,banana,black,avocado,red,avocado,yellow,0.14188050218456977,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,pink_carrot,0.00015785629058950954,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,carrot,0.000017449328878249695,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,blue_banana,3.689595832059848e-9,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,banana,0.000053453830857078916,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,blue,2.2483305072007627e-9,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,pink_tomato,0.6192092487152651,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,tomato,0.36342428164873997,0
overinformative-cc,pink,tomato,blue,banana,pink,carrot,pink,0.017137704247743357,0
informative,red,tomato,green,avocado,pink,tomato,pink_tomato,0.00022751574097750352,0
informative,red,tomato,green,avocado,pink,tomato,pink,0.000024241075734124132,0
informative,red,tomato,green,avocado,pink,tomato,green_avocado,1.5635548497382825e-10,0
